Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7feac9238220>/train_phase/train_stream/Task000/Exp000,experience,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7feac9238220>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7feac9238220>/train_phase/train_stream/Task000/Exp002
0.9364,0.6104921490186825,0.1243,0.5936417720513418,0.1147,0.6017743499251083,0.3918,1.8086566909914836,0.9368833333333333,3.6734194989548996,0.9368833333333333,3.674032760085538,0.84375,0.0017358319601044059,0.833,7.978996173013002,0.0,1,,,,,,
0.9277,0.6159573310287669,0.945,0.6035993070108816,0.1064,0.5961764620151371,0.6597,1.8184944299282506,0.9368833333333333,3.6734194989548996,0.9463,3.5827437030384317,0.875,0.0014428859576582909,0.8475666666666667,13.294181326054968,0.0,2,0.9463,3.582173743052408,0.0006801730487495661,,,
0.9065,0.6134825469926,0.9302,0.5929162940010428,0.9372,0.5983011509524658,0.9246333333333333,1.8072820379165933,0.9368833333333333,3.6734194989548996,0.94045,3.840831274050288,0.90625,0.0015464979223906994,0.8361833333333333,16.723112694104202,0.0,3,0.9463,3.582173743052408,0.0006801730487495661,0.94045,3.840269932989031,0.0011397490743547678
