,Top1_Acc_Exp/eval_phase/train_stream/Exp000,Time_Exp/eval_phase/train_stream/Exp000,Loss_Exp/eval_phase/train_stream/Exp000,Top1_Acc_Stream/eval_phase/train_stream,Time_Stream/eval_phase/train_stream,Loss_Stream/eval_phase/train_stream,Top1_Acc_MB/train_phase/train_stream,Time_MB/train_phase/train_stream,Loss_MB/train_phase/train_stream,Top1_Acc_Epoch/train_phase/train_stream,Time_Epoch/train_phase/train_stream,Loss_Epoch/train_phase/train_stream,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9c6df90>/train_phase/train_stream/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Exp000,Time_Exp/eval_phase/test_stream/Exp000,Loss_Exp/eval_phase/test_stream/Exp000,Top1_Acc_Stream/eval_phase/test_stream,Time_Stream/eval_phase/test_stream,Loss_Stream/eval_phase/test_stream,Top1_Acc_Exp/eval_phase/test_stream/Exp001,Time_Exp/eval_phase/test_stream/Exp001,Loss_Exp/eval_phase/test_stream/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Exp002,Time_Exp/eval_phase/test_stream/Exp002,Loss_Exp/eval_phase/test_stream/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Exp003,Time_Exp/eval_phase/test_stream/Exp003,Loss_Exp/eval_phase/test_stream/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Exp004,Time_Exp/eval_phase/test_stream/Exp004,Loss_Exp/eval_phase/test_stream/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Exp005,Time_Exp/eval_phase/test_stream/Exp005,Loss_Exp/eval_phase/test_stream/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Exp001,Time_Exp/eval_phase/train_stream/Exp001,Loss_Exp/eval_phase/train_stream/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9c6df90>/train_phase/train_stream/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Exp002,Time_Exp/eval_phase/train_stream/Exp002,Loss_Exp/eval_phase/train_stream/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9c6df90>/train_phase/train_stream/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Exp003,Time_Exp/eval_phase/train_stream/Exp003,Loss_Exp/eval_phase/train_stream/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9c6df90>/train_phase/train_stream/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Exp004,Time_Exp/eval_phase/train_stream/Exp004,Loss_Exp/eval_phase/train_stream/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9c6df90>/train_phase/train_stream/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Exp005,Time_Exp/eval_phase/train_stream/Exp005,Loss_Exp/eval_phase/train_stream/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9c6df90>/train_phase/train_stream/Exp005
0,0.9736842105263158,0.2691707187332213,0.5127576071965066,0.9736842105263158,0.27130827493965626,0.5127576071965066,0.3333333333333333,0.05599735211580992,1.2918317317962646,0.19736842105263158,0.34400091832503676,2.14521871115032,0.0,1.0,0.07079873094335198,0.4791543781757355,1.0,0.07293847715482116,0.4791543781757355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9736842105263158,0.2691707187332213,0.5127576071965066,0.9736842105263158,0.27130827493965626,0.5127576071965066,0.3333333333333333,0.05599735211580992,1.2918317317962646,0.19736842105263158,0.34400091832503676,2.14521871115032,0.0,1.0,0.07079873094335198,0.4791543781757355,0.0,0.926287554204464,3.3911694379953237,0.0,0.924031546805054,3.3911694379953237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9736842105263158,0.2691707187332213,0.5127576071965066,0.9736842105263158,0.27130827493965626,0.5127576071965066,0.3333333333333333,0.05599735211580992,1.2918317317962646,0.19736842105263158,0.34400091832503676,2.14521871115032,0.0,1.0,0.07079873094335198,0.4791543781757355,0.0,0.9616355588659644,6.52286198591211,0.0,0.924031546805054,3.3911694379953237,0.0,0.9594684219919145,6.52286198591211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9736842105263158,0.2691707187332213,0.5127576071965066,0.9736842105263158,0.27130827493965626,0.5127576071965066,0.3333333333333333,0.05599735211580992,1.2918317317962646,0.19736842105263158,0.34400091832503676,2.14521871115032,0.0,1.0,0.07079873094335198,0.4791543781757355,0.003875968992248062,0.9193994789384305,2.530026167862175,0.0,0.924031546805054,3.3911694379953237,0.0,0.9594684219919145,6.52286198591211,0.003875968992248062,0.9171957420185208,2.530026167862175,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9736842105263158,0.2691707187332213,0.5127576071965066,0.9736842105263158,0.27130827493965626,0.5127576071965066,0.3333333333333333,0.05599735211580992,1.2918317317962646,0.19736842105263158,0.34400091832503676,2.14521871115032,0.0,1.0,0.07079873094335198,0.4791543781757355,0.0,0.6605289531871676,3.1329352259635925,0.0,0.924031546805054,3.3911694379953237,0.0,0.9594684219919145,6.52286198591211,0.003875968992248062,0.9171957420185208,2.530026167862175,0.0,0.6583933867514133,3.1329352259635925,,,,,,,,,,,,,,,,,,,,,,,
5,0.9736842105263158,0.2691707187332213,0.5127576071965066,0.9736842105263158,0.27130827493965626,0.5127576071965066,0.3333333333333333,0.05599735211580992,1.2918317317962646,0.19736842105263158,0.34400091832503676,2.14521871115032,0.0,1.0,0.07079873094335198,0.4791543781757355,0.0,0.7260340661741793,3.647236519520826,0.0,0.924031546805054,3.3911694379953237,0.0,0.9594684219919145,6.52286198591211,0.003875968992248062,0.9171957420185208,2.530026167862175,0.0,0.6583933867514133,3.1329352259635925,0.0,0.7238307590596378,3.647236519520826,,,,,,,,,,,,,,,,,,,,
6,0.9736842105263158,0.2691707187332213,0.5127576071965066,1.0,3.7424725419841707,0.44821272131342155,0.9375,0.08183676656335592,0.4764699339866638,0.5528846153846154,27.2504679299891,1.1062601465445299,0.0,0.0,0.06653380999341607,1.0071818828582764,0.0,0.06917141424492002,1.0071818828582764,0.0,0.924031546805054,3.3911694379953237,0.0,0.9594684219919145,6.52286198591211,0.003875968992248062,0.9171957420185208,2.530026167862175,0.0,0.6583933867514133,3.1329352259635925,0.0,0.7238307590596378,3.647236519520826,1.0,3.7403689371421933,0.44821272131342155,0.32996003702282906,,,,,,,,,,,,,,,,
7,0.9736842105263158,0.2691707187332213,0.5127576071965066,1.0,3.7424725419841707,0.44821272131342155,0.9375,0.08183676656335592,0.4764699339866638,0.5528846153846154,27.2504679299891,1.1062601465445299,0.0,0.0,0.06653380999341607,1.0071818828582764,1.0,0.9368004221469164,0.4574082940816879,1.0,0.9345962549559772,0.4574082940816879,0.0,0.9594684219919145,6.52286198591211,0.003875968992248062,0.9171957420185208,2.530026167862175,0.0,0.6583933867514133,3.1329352259635925,0.0,0.7238307590596378,3.647236519520826,1.0,3.7403689371421933,0.44821272131342155,0.32996003702282906,,,,,,,,,,,,,,,,
8,0.9736842105263158,0.2691707187332213,0.5127576071965066,1.0,3.7424725419841707,0.44821272131342155,0.9375,0.08183676656335592,0.4764699339866638,0.5528846153846154,27.2504679299891,1.1062601465445299,0.0,0.0,0.06653380999341607,1.0071818828582764,0.0,0.9613114357925951,11.110473118750136,1.0,0.9345962549559772,0.4574082940816879,0.0,0.9591669300571084,11.110473118750136,0.003875968992248062,0.9171957420185208,2.530026167862175,0.0,0.6583933867514133,3.1329352259635925,0.0,0.7238307590596378,3.647236519520826,1.0,3.7403689371421933,0.44821272131342155,0.32996003702282906,,,,,,,,,,,,,,,,
9,0.9736842105263158,0.2691707187332213,0.5127576071965066,1.0,3.7424725419841707,0.44821272131342155,0.9375,0.08183676656335592,0.4764699339866638,0.5528846153846154,27.2504679299891,1.1062601465445299,0.0,0.0,0.06653380999341607,1.0071818828582764,0.0,0.9262647558934987,10.577535695807878,1.0,0.9345962549559772,0.4574082940816879,0.0,0.9591669300571084,11.110473118750136,0.0,0.9240549178794026,10.577535695807878,0.0,0.6583933867514133,3.1329352259635925,0.0,0.7238307590596378,3.647236519520826,1.0,3.7403689371421933,0.44821272131342155,0.32996003702282906,,,,,,,,,,,,,,,,
