,Top1_Acc_Exp/eval_phase/train_stream/Exp000,Time_Exp/eval_phase/train_stream/Exp000,Loss_Exp/eval_phase/train_stream/Exp000,Top1_Acc_Stream/eval_phase/train_stream,Time_Stream/eval_phase/train_stream,Loss_Stream/eval_phase/train_stream,Top1_Acc_MB/train_phase/train_stream,Time_MB/train_phase/train_stream,Loss_MB/train_phase/train_stream,Top1_Acc_Epoch/train_phase/train_stream,Time_Epoch/train_phase/train_stream,Loss_Epoch/train_phase/train_stream,<eval.metrics.ProjectionOverheadMetric object at 0x7f1d0843ccd0>/train_phase/train_stream/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Exp000,Time_Exp/eval_phase/test_stream/Exp000,Loss_Exp/eval_phase/test_stream/Exp000,Top1_Acc_Stream/eval_phase/test_stream,Time_Stream/eval_phase/test_stream,Loss_Stream/eval_phase/test_stream,Top1_Acc_Exp/eval_phase/test_stream/Exp001,Time_Exp/eval_phase/test_stream/Exp001,Loss_Exp/eval_phase/test_stream/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Exp002,Time_Exp/eval_phase/test_stream/Exp002,Loss_Exp/eval_phase/test_stream/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Exp003,Time_Exp/eval_phase/test_stream/Exp003,Loss_Exp/eval_phase/test_stream/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Exp004,Time_Exp/eval_phase/test_stream/Exp004,Loss_Exp/eval_phase/test_stream/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Exp005,Time_Exp/eval_phase/test_stream/Exp005,Loss_Exp/eval_phase/test_stream/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Exp001,Time_Exp/eval_phase/train_stream/Exp001,Loss_Exp/eval_phase/train_stream/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f1d0843ccd0>/train_phase/train_stream/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Exp002,Time_Exp/eval_phase/train_stream/Exp002,Loss_Exp/eval_phase/train_stream/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f1d0843ccd0>/train_phase/train_stream/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Exp003,Time_Exp/eval_phase/train_stream/Exp003,Loss_Exp/eval_phase/train_stream/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f1d0843ccd0>/train_phase/train_stream/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Exp004,Time_Exp/eval_phase/train_stream/Exp004,Loss_Exp/eval_phase/train_stream/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f1d0843ccd0>/train_phase/train_stream/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Exp005,Time_Exp/eval_phase/train_stream/Exp005,Loss_Exp/eval_phase/train_stream/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f1d0843ccd0>/train_phase/train_stream/Exp005
0,1.0,0.26719577703624964,0.3975734106804195,1.0,0.2693214830942452,0.3975734106804195,0.9166666666666666,0.05559449316933751,0.37580081820487976,0.5263157894736842,0.3419362031854689,1.1717391594460136,0.0,1.0,0.06925235269591212,0.37536323070526123,1.0,0.07142681023105979,0.37536323070526123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,0.26719577703624964,0.3975734106804195,1.0,0.2693214830942452,0.3975734106804195,0.9166666666666666,0.05559449316933751,0.37580081820487976,0.5263157894736842,0.3419362031854689,1.1717391594460136,0.0,1.0,0.06925235269591212,0.37536323070526123,0.0,0.929588281083852,5.5299967252291164,0.0,0.9274038942530751,5.5299967252291164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0,0.26719577703624964,0.3975734106804195,1.0,0.2693214830942452,0.3975734106804195,0.9166666666666666,0.05559449316933751,0.37580081820487976,0.5263157894736842,0.3419362031854689,1.1717391594460136,0.0,1.0,0.06925235269591212,0.37536323070526123,0.0,0.9572244249284267,1.610509057913571,0.0,0.9274038942530751,5.5299967252291164,0.0,0.9551029200665653,1.610509057913571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0,0.26719577703624964,0.3975734106804195,1.0,0.2693214830942452,0.3975734106804195,0.9166666666666666,0.05559449316933751,0.37580081820487976,0.5263157894736842,0.3419362031854689,1.1717391594460136,0.0,1.0,0.06925235269591212,0.37536323070526123,0.0,0.9216387672349811,5.654510708742364,0.0,0.9274038942530751,5.5299967252291164,0.0,0.9551029200665653,1.610509057913571,0.0,0.9194119800813496,5.654510708742364,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0,0.26719577703624964,0.3975734106804195,1.0,0.2693214830942452,0.3975734106804195,0.9166666666666666,0.05559449316933751,0.37580081820487976,0.5263157894736842,0.3419362031854689,1.1717391594460136,0.0,1.0,0.06925235269591212,0.37536323070526123,0.0,0.6557901538908482,3.531396228334178,0.0,0.9274038942530751,5.5299967252291164,0.0,0.9551029200665653,1.610509057913571,0.0,0.9194119800813496,5.654510708742364,0.0,0.6536709787324071,3.531396228334178,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,0.26719577703624964,0.3975734106804195,1.0,0.2693214830942452,0.3975734106804195,0.9166666666666666,0.05559449316933751,0.37580081820487976,0.5263157894736842,0.3419362031854689,1.1717391594460136,0.0,1.0,0.06925235269591212,0.37536323070526123,0.0,0.7283294307999313,3.200665259125209,0.0,0.9274038942530751,5.5299967252291164,0.0,0.9551029200665653,1.610509057913571,0.0,0.9194119800813496,5.654510708742364,0.0,0.6536709787324071,3.531396228334178,0.0,0.7261431547813118,3.200665259125209,,,,,,,,,,,,,,,,,,,,
6,1.0,0.26719577703624964,0.3975734106804195,0.0,3.744679668918252,4.175190169077653,0.0,0.08219935093075037,3.620137929916382,0.006730769230769231,27.24642222840339,4.559371486076942,0.0,1.0,0.06651279795914888,0.01487219613045454,1.0,0.06912300223484635,0.01487219613045454,0.0,0.9274038942530751,5.5299967252291164,0.0,0.9551029200665653,1.610509057913571,0.0,0.9194119800813496,5.654510708742364,0.0,0.6536709787324071,3.531396228334178,0.0,0.7261431547813118,3.200665259125209,0.0,3.7425886639393866,4.175190169077653,0.33086222782731056,,,,,,,,,,,,,,,,
7,1.0,0.26719577703624964,0.3975734106804195,0.0,3.744679668918252,4.175190169077653,0.0,0.08219935093075037,3.620137929916382,0.006730769230769231,27.24642222840339,4.559371486076942,0.0,1.0,0.06651279795914888,0.01487219613045454,0.0,0.9313241341151297,4.208695613420927,0.0,0.9291305569931865,4.208695613420927,0.0,0.9551029200665653,1.610509057913571,0.0,0.9194119800813496,5.654510708742364,0.0,0.6536709787324071,3.531396228334178,0.0,0.7261431547813118,3.200665259125209,0.0,3.7425886639393866,4.175190169077653,0.33086222782731056,,,,,,,,,,,,,,,,
8,1.0,0.26719577703624964,0.3975734106804195,0.0,3.744679668918252,4.175190169077653,0.0,0.08219935093075037,3.620137929916382,0.006730769230769231,27.24642222840339,4.559371486076942,0.0,1.0,0.06651279795914888,0.01487219613045454,0.0,0.9634753838181496,11.673246089410604,0.0,0.9291305569931865,4.208695613420927,0.0,0.961345087736845,11.673246089410604,0.0,0.9194119800813496,5.654510708742364,0.0,0.6536709787324071,3.531396228334178,0.0,0.7261431547813118,3.200665259125209,0.0,3.7425886639393866,4.175190169077653,0.33086222782731056,,,,,,,,,,,,,,,,
9,1.0,0.26719577703624964,0.3975734106804195,0.0,3.744679668918252,4.175190169077653,0.0,0.08219935093075037,3.620137929916382,0.006730769230769231,27.24642222840339,4.559371486076942,0.0,1.0,0.06651279795914888,0.01487219613045454,0.0,0.9248150452040136,13.336715461671815,0.0,0.9291305569931865,4.208695613420927,0.0,0.961345087736845,11.673246089410604,0.0,0.9226158680394292,13.336715461671815,0.0,0.6536709787324071,3.531396228334178,0.0,0.7261431547813118,3.200665259125209,0.0,3.7425886639393866,4.175190169077653,0.33086222782731056,,,,,,,,,,,,,,,,
