,Top1_Acc_Exp/eval_phase/train_stream/Exp000,Time_Exp/eval_phase/train_stream/Exp000,Loss_Exp/eval_phase/train_stream/Exp000,Top1_Acc_Stream/eval_phase/train_stream,Time_Stream/eval_phase/train_stream,Loss_Stream/eval_phase/train_stream,Top1_Acc_MB/train_phase/train_stream,Time_MB/train_phase/train_stream,Loss_MB/train_phase/train_stream,Top1_Acc_Epoch/train_phase/train_stream,Time_Epoch/train_phase/train_stream,Loss_Epoch/train_phase/train_stream,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9d4a200>/train_phase/train_stream/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Exp000,Time_Exp/eval_phase/test_stream/Exp000,Loss_Exp/eval_phase/test_stream/Exp000,Top1_Acc_Stream/eval_phase/test_stream,Time_Stream/eval_phase/test_stream,Loss_Stream/eval_phase/test_stream,Top1_Acc_Exp/eval_phase/test_stream/Exp001,Time_Exp/eval_phase/test_stream/Exp001,Loss_Exp/eval_phase/test_stream/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Exp002,Time_Exp/eval_phase/test_stream/Exp002,Loss_Exp/eval_phase/test_stream/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Exp003,Time_Exp/eval_phase/test_stream/Exp003,Loss_Exp/eval_phase/test_stream/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Exp004,Time_Exp/eval_phase/test_stream/Exp004,Loss_Exp/eval_phase/test_stream/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Exp005,Time_Exp/eval_phase/test_stream/Exp005,Loss_Exp/eval_phase/test_stream/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Exp001,Time_Exp/eval_phase/train_stream/Exp001,Loss_Exp/eval_phase/train_stream/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9d4a200>/train_phase/train_stream/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Exp002,Time_Exp/eval_phase/train_stream/Exp002,Loss_Exp/eval_phase/train_stream/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9d4a200>/train_phase/train_stream/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Exp003,Time_Exp/eval_phase/train_stream/Exp003,Loss_Exp/eval_phase/train_stream/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9d4a200>/train_phase/train_stream/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Exp004,Time_Exp/eval_phase/train_stream/Exp004,Loss_Exp/eval_phase/train_stream/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9d4a200>/train_phase/train_stream/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Exp005,Time_Exp/eval_phase/train_stream/Exp005,Loss_Exp/eval_phase/train_stream/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9d4a200>/train_phase/train_stream/Exp005
0,1.0,0.2703099609352648,0.3975734106804195,1.0,0.2724384870380163,0.3975734106804195,0.9166666666666666,0.05574984988197684,0.37580081820487976,0.5263157894736842,0.3437028480693698,1.1717391594460136,0.0,1.0,0.07094299513846636,0.37536323070526123,1.0,0.07312589092180133,0.37536323070526123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,0.2703099609352648,0.3975734106804195,1.0,0.2724384870380163,0.3975734106804195,0.9166666666666666,0.05574984988197684,0.37580081820487976,0.5263157894736842,0.3437028480693698,1.1717391594460136,0.0,1.0,0.07094299513846636,0.37536323070526123,0.0,0.9271324519068003,5.5299967252291164,0.0,0.9249345348216593,5.5299967252291164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0,0.2703099609352648,0.3975734106804195,1.0,0.2724384870380163,0.3975734106804195,0.9166666666666666,0.05574984988197684,0.37580081820487976,0.5263157894736842,0.3437028480693698,1.1717391594460136,0.0,1.0,0.07094299513846636,0.37536323070526123,0.0,0.9596694000065327,1.610509057913571,0.0,0.9249345348216593,5.5299967252291164,0.0,0.9575163731351495,1.610509057913571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0,0.2703099609352648,0.3975734106804195,1.0,0.2724384870380163,0.3975734106804195,0.9166666666666666,0.05574984988197684,0.37580081820487976,0.5263157894736842,0.3437028480693698,1.1717391594460136,0.0,1.0,0.07094299513846636,0.37536323070526123,0.0,0.9227655776776373,5.654510708742364,0.0,0.9249345348216593,5.5299967252291164,0.0,0.9575163731351495,1.610509057913571,0.0,0.9205817808397114,5.654510708742364,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0,0.2703099609352648,0.3975734106804195,1.0,0.2724384870380163,0.3975734106804195,0.9166666666666666,0.05574984988197684,0.37580081820487976,0.5263157894736842,0.3437028480693698,1.1717391594460136,0.0,1.0,0.07094299513846636,0.37536323070526123,0.0,0.6597771090455353,3.531396228334178,0.0,0.9249345348216593,5.5299967252291164,0.0,0.9575163731351495,1.610509057913571,0.0,0.9205817808397114,5.654510708742364,0.0,0.6576516227796674,3.531396228334178,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,0.2703099609352648,0.3975734106804195,1.0,0.2724384870380163,0.3975734106804195,0.9166666666666666,0.05574984988197684,0.37580081820487976,0.5263157894736842,0.3437028480693698,1.1717391594460136,0.0,1.0,0.07094299513846636,0.37536323070526123,0.0,0.7260681050829589,3.200665259125209,0.0,0.9249345348216593,5.5299967252291164,0.0,0.9575163731351495,1.610509057913571,0.0,0.9205817808397114,5.654510708742364,0.0,0.6576516227796674,3.531396228334178,0.0,0.7238410678692162,3.200665259125209,,,,,,,,,,,,,,,,,,,,
6,1.0,0.2703099609352648,0.3975734106804195,1.0,3.747366489842534,9.804864182045164e-05,1.0,0.10708529315888882,0.0037859638687223196,0.8153846153846154,7.939559840597212,0.927785714730495,0.0,0.0,0.06723343161866069,11.008227348327637,0.0,0.06940824864432216,11.008227348327637,0.0,0.9249345348216593,5.5299967252291164,0.0,0.9575163731351495,1.610509057913571,0.0,0.9205817808397114,5.654510708742364,0.0,0.6576516227796674,3.531396228334178,0.0,0.7238410678692162,3.200665259125209,1.0,3.745286545250565,9.804864182045164e-05,0.006337086204439402,,,,,,,,,,,,,,,,
7,1.0,0.2703099609352648,0.3975734106804195,1.0,3.747366489842534,9.804864182045164e-05,1.0,0.10708529315888882,0.0037859638687223196,0.8153846153846154,7.939559840597212,0.927785714730495,0.0,0.0,0.06723343161866069,11.008227348327637,1.0,0.9399007260799408,8.630442579697746e-05,1.0,0.9377035391516984,8.630442579697746e-05,0.0,0.9575163731351495,1.610509057913571,0.0,0.9205817808397114,5.654510708742364,0.0,0.6576516227796674,3.531396228334178,0.0,0.7238410678692162,3.200665259125209,1.0,3.745286545250565,9.804864182045164e-05,0.006337086204439402,,,,,,,,,,,,,,,,
8,1.0,0.2703099609352648,0.3975734106804195,1.0,3.747366489842534,9.804864182045164e-05,1.0,0.10708529315888882,0.0037859638687223196,0.8153846153846154,7.939559840597212,0.927785714730495,0.0,0.0,0.06723343161866069,11.008227348327637,0.0,0.9643428288400173,10.596381701501329,1.0,0.9377035391516984,8.630442579697746e-05,0.0,0.9621929530985653,10.596381701501329,0.0,0.9205817808397114,5.654510708742364,0.0,0.6576516227796674,3.531396228334178,0.0,0.7238410678692162,3.200665259125209,1.0,3.745286545250565,9.804864182045164e-05,0.006337086204439402,,,,,,,,,,,,,,,,
9,1.0,0.2703099609352648,0.3975734106804195,1.0,3.747366489842534,9.804864182045164e-05,1.0,0.10708529315888882,0.0037859638687223196,0.8153846153846154,7.939559840597212,0.927785714730495,0.0,0.0,0.06723343161866069,11.008227348327637,0.0,0.9262428567744792,12.715379300967667,1.0,0.9377035391516984,8.630442579697746e-05,0.0,0.9621929530985653,10.596381701501329,0.0,0.9240624802187085,12.715379300967667,0.0,0.6576516227796674,3.531396228334178,0.0,0.7238410678692162,3.200665259125209,1.0,3.745286545250565,9.804864182045164e-05,0.006337086204439402,,,,,,,,,,,,,,,,
