,Top1_Acc_Exp/eval_phase/train_stream/Exp000,Time_Exp/eval_phase/train_stream/Exp000,Loss_Exp/eval_phase/train_stream/Exp000,Top1_Acc_Stream/eval_phase/train_stream,Time_Stream/eval_phase/train_stream,Loss_Stream/eval_phase/train_stream,Top1_Acc_MB/train_phase/train_stream,Time_MB/train_phase/train_stream,Loss_MB/train_phase/train_stream,Top1_Acc_Epoch/train_phase/train_stream,Time_Epoch/train_phase/train_stream,Loss_Epoch/train_phase/train_stream,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9de3d30>/train_phase/train_stream/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Exp000,Time_Exp/eval_phase/test_stream/Exp000,Loss_Exp/eval_phase/test_stream/Exp000,Top1_Acc_Stream/eval_phase/test_stream,Time_Stream/eval_phase/test_stream,Loss_Stream/eval_phase/test_stream,Top1_Acc_Exp/eval_phase/test_stream/Exp001,Time_Exp/eval_phase/test_stream/Exp001,Loss_Exp/eval_phase/test_stream/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Exp002,Time_Exp/eval_phase/test_stream/Exp002,Loss_Exp/eval_phase/test_stream/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Exp003,Time_Exp/eval_phase/test_stream/Exp003,Loss_Exp/eval_phase/test_stream/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Exp004,Time_Exp/eval_phase/test_stream/Exp004,Loss_Exp/eval_phase/test_stream/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Exp005,Time_Exp/eval_phase/test_stream/Exp005,Loss_Exp/eval_phase/test_stream/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Exp001,Time_Exp/eval_phase/train_stream/Exp001,Loss_Exp/eval_phase/train_stream/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9de3d30>/train_phase/train_stream/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Exp002,Time_Exp/eval_phase/train_stream/Exp002,Loss_Exp/eval_phase/train_stream/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9de3d30>/train_phase/train_stream/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Exp003,Time_Exp/eval_phase/train_stream/Exp003,Loss_Exp/eval_phase/train_stream/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9de3d30>/train_phase/train_stream/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Exp004,Time_Exp/eval_phase/train_stream/Exp004,Loss_Exp/eval_phase/train_stream/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9de3d30>/train_phase/train_stream/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Exp005,Time_Exp/eval_phase/train_stream/Exp005,Loss_Exp/eval_phase/train_stream/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f1af9de3d30>/train_phase/train_stream/Exp005
0,0.9736842105263158,0.26916896272450686,0.5127576071965066,0.9736842105263158,0.2713052909821272,0.5127576071965066,0.3333333333333333,0.05602285312488675,1.2918317317962646,0.19736842105263158,0.34367350628599524,2.14521871115032,0.0,1.0,0.07046948885545135,0.4791543781757355,1.0,0.07267514802515507,0.4791543781757355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9736842105263158,0.26916896272450686,0.5127576071965066,0.9736842105263158,0.2713052909821272,0.5127576071965066,0.3333333333333333,0.05602285312488675,1.2918317317962646,0.19736842105263158,0.34367350628599524,2.14521871115032,0.0,1.0,0.07046948885545135,0.4791543781757355,0.0,0.9295693030580878,3.3911694379953237,0.0,0.9273733939044178,3.3911694379953237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9736842105263158,0.26916896272450686,0.5127576071965066,0.9736842105263158,0.2713052909821272,0.5127576071965066,0.3333333333333333,0.05602285312488675,1.2918317317962646,0.19736842105263158,0.34367350628599524,2.14521871115032,0.0,1.0,0.07046948885545135,0.4791543781757355,0.0,0.9615704296156764,6.52286198591211,0.0,0.9273733939044178,3.3911694379953237,0.0,0.9594159619882703,6.52286198591211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9736842105263158,0.26916896272450686,0.5127576071965066,0.9736842105263158,0.2713052909821272,0.5127576071965066,0.3333333333333333,0.05602285312488675,1.2918317317962646,0.19736842105263158,0.34367350628599524,2.14521871115032,0.0,1.0,0.07046948885545135,0.4791543781757355,0.003875968992248062,0.9201229638420045,2.530026167862175,0.0,0.9273733939044178,3.3911694379953237,0.0,0.9594159619882703,6.52286198591211,0.003875968992248062,0.9178784838877618,2.530026167862175,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9736842105263158,0.26916896272450686,0.5127576071965066,0.9736842105263158,0.2713052909821272,0.5127576071965066,0.3333333333333333,0.05602285312488675,1.2918317317962646,0.19736842105263158,0.34367350628599524,2.14521871115032,0.0,1.0,0.07046948885545135,0.4791543781757355,0.0,0.6626313081942499,3.1329352259635925,0.0,0.9273733939044178,3.3911694379953237,0.0,0.9594159619882703,6.52286198591211,0.003875968992248062,0.9178784838877618,2.530026167862175,0.0,0.660487940069288,3.1329352259635925,,,,,,,,,,,,,,,,,,,,,,,
5,0.9736842105263158,0.26916896272450686,0.5127576071965066,0.9736842105263158,0.2713052909821272,0.5127576071965066,0.3333333333333333,0.05602285312488675,1.2918317317962646,0.19736842105263158,0.34367350628599524,2.14521871115032,0.0,1.0,0.07046948885545135,0.4791543781757355,0.0,0.7255538320168853,3.647236519520826,0.0,0.9273733939044178,3.3911694379953237,0.0,0.9594159619882703,6.52286198591211,0.003875968992248062,0.9178784838877618,2.530026167862175,0.0,0.660487940069288,3.1329352259635925,0.0,0.7233520331792533,3.647236519520826,,,,,,,,,,,,,,,,,,,,
6,0.9736842105263158,0.26916896272450686,0.5127576071965066,1.0,3.748985110782087,1.121935803474536e-05,1.0,0.10907964082434773,9.049542859429494e-05,0.885576923076923,7.936745032202452,0.36172989203758055,0.0,0.0,0.0673475218936801,11.6017427444458,0.0,0.06952392077073455,11.6017427444458,0.0,0.9273733939044178,3.3911694379953237,0.0,0.9594159619882703,6.52286198591211,0.003875968992248062,0.9178784838877618,2.530026167862175,0.0,0.660487940069288,3.1329352259635925,0.0,0.7233520331792533,3.647236519520826,1.0,3.746877484023571,1.121935803474536e-05,0.003965789917856455,,,,,,,,,,,,,,,,
7,0.9736842105263158,0.26916896272450686,0.5127576071965066,1.0,3.748985110782087,1.121935803474536e-05,1.0,0.10907964082434773,9.049542859429494e-05,0.885576923076923,7.936745032202452,0.36172989203758055,0.0,0.0,0.0673475218936801,11.6017427444458,1.0,0.9390207431279123,9.988308682715377e-06,1.0,0.936834174208343,9.988308682715377e-06,0.0,0.9594159619882703,6.52286198591211,0.003875968992248062,0.9178784838877618,2.530026167862175,0.0,0.660487940069288,3.1329352259635925,0.0,0.7233520331792533,3.647236519520826,1.0,3.746877484023571,1.121935803474536e-05,0.003965789917856455,,,,,,,,,,,,,,,,
8,0.9736842105263158,0.26916896272450686,0.5127576071965066,1.0,3.748985110782087,1.121935803474536e-05,1.0,0.10907964082434773,9.049542859429494e-05,0.885576923076923,7.936745032202452,0.36172989203758055,0.0,0.0,0.0673475218936801,11.6017427444458,0.0,0.9648003089241683,20.58089602303771,1.0,0.936834174208343,9.988308682715377e-06,0.0,0.9626263403333724,20.58089602303771,0.003875968992248062,0.9178784838877618,2.530026167862175,0.0,0.660487940069288,3.1329352259635925,0.0,0.7233520331792533,3.647236519520826,1.0,3.746877484023571,1.121935803474536e-05,0.003965789917856455,,,,,,,,,,,,,,,,
9,0.9736842105263158,0.26916896272450686,0.5127576071965066,1.0,3.748985110782087,1.121935803474536e-05,1.0,0.10907964082434773,9.049542859429494e-05,0.885576923076923,7.936745032202452,0.36172989203758055,0.0,0.0,0.0673475218936801,11.6017427444458,0.0,0.9261547029018402,17.458590130473294,1.0,0.936834174208343,9.988308682715377e-06,0.0,0.9626263403333724,20.58089602303771,0.0,0.9239349937997758,17.458590130473294,0.0,0.660487940069288,3.1329352259635925,0.0,0.7233520331792533,3.647236519520826,1.0,3.746877484023571,1.121935803474536e-05,0.003965789917856455,,,,,,,,,,,,,,,,
