,Top1_Acc_Exp/eval_phase/train_stream/Exp000,Time_Exp/eval_phase/train_stream/Exp000,Loss_Exp/eval_phase/train_stream/Exp000,Top1_Acc_Stream/eval_phase/train_stream,Time_Stream/eval_phase/train_stream,Loss_Stream/eval_phase/train_stream,Top1_Acc_MB/train_phase/train_stream,Time_MB/train_phase/train_stream,Loss_MB/train_phase/train_stream,Top1_Acc_Epoch/train_phase/train_stream,Time_Epoch/train_phase/train_stream,Loss_Epoch/train_phase/train_stream,<eval.metrics.ProjectionOverheadMetric object at 0x7f8573fa3130>/train_phase/train_stream/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Exp000,Time_Exp/eval_phase/test_stream/Exp000,Loss_Exp/eval_phase/test_stream/Exp000,Top1_Acc_Stream/eval_phase/test_stream,Time_Stream/eval_phase/test_stream,Loss_Stream/eval_phase/test_stream,Top1_Acc_Exp/eval_phase/test_stream/Exp001,Time_Exp/eval_phase/test_stream/Exp001,Loss_Exp/eval_phase/test_stream/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Exp002,Time_Exp/eval_phase/test_stream/Exp002,Loss_Exp/eval_phase/test_stream/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Exp003,Time_Exp/eval_phase/test_stream/Exp003,Loss_Exp/eval_phase/test_stream/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Exp004,Time_Exp/eval_phase/test_stream/Exp004,Loss_Exp/eval_phase/test_stream/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Exp005,Time_Exp/eval_phase/test_stream/Exp005,Loss_Exp/eval_phase/test_stream/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Exp001,Time_Exp/eval_phase/train_stream/Exp001,Loss_Exp/eval_phase/train_stream/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f8573fa3130>/train_phase/train_stream/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Exp002,Time_Exp/eval_phase/train_stream/Exp002,Loss_Exp/eval_phase/train_stream/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f8573fa3130>/train_phase/train_stream/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Exp003,Time_Exp/eval_phase/train_stream/Exp003,Loss_Exp/eval_phase/train_stream/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f8573fa3130>/train_phase/train_stream/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Exp004,Time_Exp/eval_phase/train_stream/Exp004,Loss_Exp/eval_phase/train_stream/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f8573fa3130>/train_phase/train_stream/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Exp005,Time_Exp/eval_phase/train_stream/Exp005,Loss_Exp/eval_phase/train_stream/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f8573fa3130>/train_phase/train_stream/Exp005
10,1.0,0.2525152829475701,0.3975734106804195,0.0,3.617036109790206,4.959584332429445,0.0,1.35240014269948,4.8579511642456055,0.008653846153846154,89.31992504000664,4.837884363761315,0.0,1.0,0.06578351184725761,0.00679156044498086,0.0,0.6371662970632315,12.17457998317221,0.0,0.9122897549532354,4.988121032714844,0.0,0.9386111791245639,11.857818004367077,0.0,0.8998542129993439,14.269047116124353,0.0,0.6349532008171082,12.17457998317221,0.0,0.6932309628464282,3.200665259125209,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,,,,,,,,,,,,,,,,
11,1.0,0.2525152829475701,0.3975734106804195,0.0,3.617036109790206,4.959584332429445,0.0,1.35240014269948,4.8579511642456055,0.008653846153846154,89.31992504000664,4.837884363761315,0.0,1.0,0.06578351184725761,0.00679156044498086,0.0,0.7069680718705058,11.366793755257484,0.0,0.9122897549532354,4.988121032714844,0.0,0.9386111791245639,11.857818004367077,0.0,0.8998542129993439,14.269047116124353,0.0,0.6349532008171082,12.17457998317221,0.0,0.7047024662606418,11.366793755257484,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,,,,,,,,,,,,,,,,
12,1.0,0.2525152829475701,0.3975734106804195,1.0,5.1327265477739275,0.7177147005879602,0.6666666666666666,2.0014541749842465,1.1216830015182495,0.5181395348837209,169.24829544918612,2.0188843488693236,0.0,0.0,0.12513790791854262,1.6410579681396484,0.0,0.12800814397633076,1.6410579681396484,0.0,0.9122897549532354,4.988121032714844,0.0,0.9386111791245639,11.857818004367077,0.0,0.8998542129993439,14.269047116124353,0.0,0.6349532008171082,12.17457998317221,0.0,0.7047024662606418,11.366793755257484,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,,,,,,,,,,,,
13,1.0,0.2525152829475701,0.3975734106804195,1.0,5.1327265477739275,0.7177147005879602,0.6666666666666666,2.0014541749842465,1.1216830015182495,0.5181395348837209,169.24829544918612,2.0188843488693236,0.0,0.0,0.12513790791854262,1.6410579681396484,0.0,1.6147568980231881,1.156207038806035,0.0,1.6125021316111088,1.156207038806035,0.0,0.9386111791245639,11.857818004367077,0.0,0.8998542129993439,14.269047116124353,0.0,0.6349532008171082,12.17457998317221,0.0,0.7047024662606418,11.366793755257484,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,,,,,,,,,,,,
14,1.0,0.2525152829475701,0.3975734106804195,1.0,5.1327265477739275,0.7177147005879602,0.6666666666666666,2.0014541749842465,1.1216830015182495,0.5181395348837209,169.24829544918612,2.0188843488693236,0.0,0.0,0.12513790791854262,1.6410579681396484,1.0,1.6854359181597829,0.7179070917203967,0.0,1.6125021316111088,1.156207038806035,1.0,1.6826623529195786,0.7179070917203967,0.0,0.8998542129993439,14.269047116124353,0.0,0.6349532008171082,12.17457998317221,0.0,0.7047024662606418,11.366793755257484,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,,,,,,,,,,,,
15,1.0,0.2525152829475701,0.3975734106804195,1.0,5.1327265477739275,0.7177147005879602,0.6666666666666666,2.0014541749842465,1.1216830015182495,0.5181395348837209,169.24829544918612,2.0188843488693236,0.0,0.0,0.12513790791854262,1.6410579681396484,0.0,1.6345753083005548,7.547927789909895,0.0,1.6125021316111088,1.156207038806035,1.0,1.6826623529195786,0.7179070917203967,0.0,1.6319152261130512,7.547927789909895,0.0,0.6349532008171082,12.17457998317221,0.0,0.7047024662606418,11.366793755257484,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,,,,,,,,,,,,
16,1.0,0.2525152829475701,0.3975734106804195,1.0,5.1327265477739275,0.7177147005879602,0.6666666666666666,2.0014541749842465,1.1216830015182495,0.5181395348837209,169.24829544918612,2.0188843488693236,0.0,0.0,0.12513790791854262,1.6410579681396484,0.0,1.1859867949970067,6.04931956788768,0.0,1.6125021316111088,1.156207038806035,1.0,1.6826623529195786,0.7179070917203967,0.0,1.6319152261130512,7.547927789909895,0.0,1.1834679241292179,6.04931956788768,0.0,0.7047024662606418,11.366793755257484,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,,,,,,,,,,,,
17,1.0,0.2525152829475701,0.3975734106804195,1.0,5.1327265477739275,0.7177147005879602,0.6666666666666666,2.0014541749842465,1.1216830015182495,0.5181395348837209,169.24829544918612,2.0188843488693236,0.0,0.0,0.12513790791854262,1.6410579681396484,0.0,1.3150362153537571,5.865530665558164,0.0,1.6125021316111088,1.156207038806035,1.0,1.6826623529195786,0.7179070917203967,0.0,1.6319152261130512,7.547927789909895,0.0,1.1834679241292179,6.04931956788768,0.0,1.3126000962220132,5.865530665558164,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,,,,,,,,,,,,
18,1.0,0.2525152829475701,0.3975734106804195,0.0,6.738680132199079,1.9011107960950981,0.0,3.26057070819661,1.7903547286987305,0.28446601941747574,246.35374173382297,1.914240602845127,0.0,0.0,0.12940667616203427,1.8172870874404907,0.0,0.13163211103528738,1.8172870874404907,0.0,1.6125021316111088,1.156207038806035,1.0,1.6826623529195786,0.7179070917203967,0.0,1.6319152261130512,7.547927789909895,0.0,1.1834679241292179,6.04931956788768,0.0,1.3126000962220132,5.865530665558164,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,,,,,,,,
19,1.0,0.2525152829475701,0.3975734106804195,0.0,6.738680132199079,1.9011107960950981,0.0,3.26057070819661,1.7903547286987305,0.28446601941747574,246.35374173382297,1.914240602845127,0.0,0.0,0.12940667616203427,1.8172870874404907,0.0,1.7410015291534364,1.5522460754101093,0.0,1.738742913119495,1.5522460754101093,1.0,1.6826623529195786,0.7179070917203967,0.0,1.6319152261130512,7.547927789909895,0.0,1.1834679241292179,6.04931956788768,0.0,1.3126000962220132,5.865530665558164,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,,,,,,,,
20,1.0,0.2525152829475701,0.3975734106804195,0.0,6.738680132199079,1.9011107960950981,0.0,3.26057070819661,1.7903547286987305,0.28446601941747574,246.35374173382297,1.914240602845127,0.0,0.0,0.12940667616203427,1.8172870874404907,1.0,1.5162244848906994,0.7358586484614801,0.0,1.738742913119495,1.5522460754101093,1.0,1.5139686288312078,0.7358586484614801,0.0,1.6319152261130512,7.547927789909895,0.0,1.1834679241292179,6.04931956788768,0.0,1.3126000962220132,5.865530665558164,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,,,,,,,,
21,1.0,0.2525152829475701,0.3975734106804195,0.0,6.738680132199079,1.9011107960950981,0.0,3.26057070819661,1.7903547286987305,0.28446601941747574,246.35374173382297,1.914240602845127,0.0,0.0,0.12940667616203427,1.8172870874404907,0.0,1.022282880730927,1.899265679278115,0.0,1.738742913119495,1.5522460754101093,1.0,1.5139686288312078,0.7358586484614801,0.0,1.0198743222281337,1.899265679278115,0.0,1.1834679241292179,6.04931956788768,0.0,1.3126000962220132,5.865530665558164,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,,,,,,,,
22,1.0,0.2525152829475701,0.3975734106804195,0.0,6.738680132199079,1.9011107960950981,0.0,3.26057070819661,1.7903547286987305,0.28446601941747574,246.35374173382297,1.914240602845127,0.0,0.0,0.12940667616203427,1.8172870874404907,0.0,0.6606787918135524,6.89130715701891,0.0,1.738742913119495,1.5522460754101093,1.0,1.5139686288312078,0.7358586484614801,0.0,1.0198743222281337,1.899265679278115,0.0,0.6584749659523368,6.89130715701891,0.0,1.3126000962220132,5.865530665558164,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,,,,,,,,
23,1.0,0.2525152829475701,0.3975734106804195,0.0,6.738680132199079,1.9011107960950981,0.0,3.26057070819661,1.7903547286987305,0.28446601941747574,246.35374173382297,1.914240602845127,0.0,0.0,0.12940667616203427,1.8172870874404907,0.0,0.7275411603040993,5.8502330638394495,0.0,1.738742913119495,1.5522460754101093,1.0,1.5139686288312078,0.7358586484614801,0.0,1.0198743222281337,1.899265679278115,0.0,0.6584749659523368,6.89130715701891,0.0,0.7252042521722615,5.8502330638394495,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,,,,,,,,
24,1.0,0.2525152829475701,0.3975734106804195,0.0,2.5524497972801328,1.3696252039221466,0.0,3.1635380792431533,1.4686779975891113,0.02459016393442623,172.98521612770855,2.636695364133908,0.0,0.0,0.06532622268423438,2.0982980728149414,0.0,0.06754192942753434,2.0982980728149414,0.0,1.738742913119495,1.5522460754101093,1.0,1.5139686288312078,0.7358586484614801,0.0,1.0198743222281337,1.899265679278115,0.0,0.6584749659523368,6.89130715701891,0.0,0.7252042521722615,5.8502330638394495,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,,,,
25,1.0,0.2525152829475701,0.3975734106804195,0.0,2.5524497972801328,1.3696252039221466,0.0,3.1635380792431533,1.4686779975891113,0.02459016393442623,172.98521612770855,2.636695364133908,0.0,0.0,0.06532622268423438,2.0982980728149414,0.0,0.9187280908226967,1.7808734591190631,0.0,0.9165017250925303,1.7808734591190631,1.0,1.5139686288312078,0.7358586484614801,0.0,1.0198743222281337,1.899265679278115,0.0,0.6584749659523368,6.89130715701891,0.0,0.7252042521722615,5.8502330638394495,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,,,,
26,1.0,0.2525152829475701,0.3975734106804195,0.0,2.5524497972801328,1.3696252039221466,0.0,3.1635380792431533,1.4686779975891113,0.02459016393442623,172.98521612770855,2.636695364133908,0.0,0.0,0.06532622268423438,2.0982980728149414,1.0,0.9526021466590464,1.1297572248487224,0.0,0.9165017250925303,1.7808734591190631,1.0,0.9504223023541272,1.1297572248487224,0.0,1.0198743222281337,1.899265679278115,0.0,0.6584749659523368,6.89130715701891,0.0,0.7252042521722615,5.8502330638394495,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,,,,
27,1.0,0.2525152829475701,0.3975734106804195,0.0,2.5524497972801328,1.3696252039221466,0.0,3.1635380792431533,1.4686779975891113,0.02459016393442623,172.98521612770855,2.636695364133908,0.0,0.0,0.06532622268423438,2.0982980728149414,0.0,0.9122568257153034,1.9568365867747817,0.0,0.9165017250925303,1.7808734591190631,1.0,0.9504223023541272,1.1297572248487224,0.0,0.9099890990182757,1.9568365867747817,0.0,0.6584749659523368,6.89130715701891,0.0,0.7252042521722615,5.8502330638394495,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,,,,
28,1.0,0.2525152829475701,0.3975734106804195,0.0,2.5524497972801328,1.3696252039221466,0.0,3.1635380792431533,1.4686779975891113,0.02459016393442623,172.98521612770855,2.636695364133908,0.0,0.0,0.06532622268423438,2.0982980728149414,0.0,0.6426266590133309,1.3705180546511775,0.0,0.9165017250925303,1.7808734591190631,1.0,0.9504223023541272,1.1297572248487224,0.0,0.9099890990182757,1.9568365867747817,0.0,0.6404395839199424,1.3705180546511775,0.0,0.7252042521722615,5.8502330638394495,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,,,,
29,1.0,0.2525152829475701,0.3975734106804195,0.0,2.5524497972801328,1.3696252039221466,0.0,3.1635380792431533,1.4686779975891113,0.02459016393442623,172.98521612770855,2.636695364133908,0.0,0.0,0.06532622268423438,2.0982980728149414,0.0,0.7171052098274231,5.18509311487179,0.0,0.9165017250925303,1.7808734591190631,1.0,0.9504223023541272,1.1297572248487224,0.0,0.9099890990182757,1.9568365867747817,0.0,0.6404395839199424,1.3705180546511775,0.0,0.714863863773644,5.18509311487179,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,,,,
30,1.0,0.2525152829475701,0.3975734106804195,0.0,2.8218615669757128,1.7726608240028296,0.0,3.854070584755391,1.8696600198745728,0.05080545229244114,252.52070332411677,2.362899924890407,0.0,0.0,0.065632457844913,2.155796766281128,0.0,0.06782955396920443,2.155796766281128,0.0,0.9165017250925303,1.7808734591190631,1.0,0.9504223023541272,1.1297572248487224,0.0,0.9099890990182757,1.9568365867747817,0.0,0.6404395839199424,1.3705180546511775,0.0,0.714863863773644,5.18509311487179,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,0.0,2.819259044714272,1.7726608240028296,187.75001224363223
31,1.0,0.2525152829475701,0.3975734106804195,0.0,2.8218615669757128,1.7726608240028296,0.0,3.854070584755391,1.8696600198745728,0.05080545229244114,252.52070332411677,2.362899924890407,0.0,0.0,0.065632457844913,2.155796766281128,0.0,0.9222464459016919,2.0875942890460673,0.0,0.9200134598650038,2.0875942890460673,1.0,0.9504223023541272,1.1297572248487224,0.0,0.9099890990182757,1.9568365867747817,0.0,0.6404395839199424,1.3705180546511775,0.0,0.714863863773644,5.18509311487179,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,0.0,2.819259044714272,1.7726608240028296,187.75001224363223
32,1.0,0.2525152829475701,0.3975734106804195,0.0,2.8218615669757128,1.7726608240028296,0.0,3.854070584755391,1.8696600198745728,0.05080545229244114,252.52070332411677,2.362899924890407,0.0,0.0,0.065632457844913,2.155796766281128,0.0,0.9485519300214946,1.5723693375250665,0.0,0.9200134598650038,2.0875942890460673,0.0,0.9463690347038209,1.5723693375250665,0.0,0.9099890990182757,1.9568365867747817,0.0,0.6404395839199424,1.3705180546511775,0.0,0.714863863773644,5.18509311487179,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,0.0,2.819259044714272,1.7726608240028296,187.75001224363223
33,1.0,0.2525152829475701,0.3975734106804195,0.0,2.8218615669757128,1.7726608240028296,0.0,3.854070584755391,1.8696600198745728,0.05080545229244114,252.52070332411677,2.362899924890407,0.0,0.0,0.065632457844913,2.155796766281128,0.0,0.9233512440696359,1.7826788138973622,0.0,0.9200134598650038,2.0875942890460673,0.0,0.9463690347038209,1.5723693375250665,0.0,0.921121038030833,1.7826788138973622,0.0,0.6404395839199424,1.3705180546511775,0.0,0.714863863773644,5.18509311487179,0.0,3.6144446679390967,4.959584332429445,70.80566731467843,1.0,5.12973229913041,0.7177147005879602,123.38124333228916,0.0,6.735282146837562,1.9011107960950981,183.82211341382936,0.0,2.549656321760267,1.3696252039221466,127.47257440537214,0.0,2.819259044714272,1.7726608240028296,187.75001224363223
