Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f94c2c03eb0>/train_phase/train_stream/Task000/Exp000,experience,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f94c2c03eb0>/train_phase/train_stream/Task000/Exp001
0.7375,0.6520361441653222,0.0943,0.6342812059447169,0.4159,1.2878305229824036,0.74225,4.04497243813239,0.74225,4.045382804935798,0.625,0.002360476879402995,0.49673333333333336,4.030012303031981,0.0,1,,,
0.1972,0.6330662560649216,0.7262,0.6214394548442215,0.4617,1.2559909848496318,0.74225,4.04497243813239,0.726,3.7450098949484527,0.619,0.0016991070006042719,0.49175,4.03775104903616,0.0,2,0.726,3.744426346151158,0.020584202138707042
