,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Loss_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Loss_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Loss_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1da320>/train_phase/train_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Time_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Time_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Time_Exp/eval_phase/test_stream/Task000/Exp005,Loss_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,Loss_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1da320>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,Loss_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1da320>/train_phase/train_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp003,Time_Exp/eval_phase/train_stream/Task000/Exp003,Loss_Exp/eval_phase/train_stream/Task000/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1da320>/train_phase/train_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp004,Time_Exp/eval_phase/train_stream/Task000/Exp004,Loss_Exp/eval_phase/train_stream/Task000/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1da320>/train_phase/train_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp005,Time_Exp/eval_phase/train_stream/Task000/Exp005,Loss_Exp/eval_phase/train_stream/Task000/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1da320>/train_phase/train_stream/Task000/Exp005
0,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9681833333333333,12.680550469085574,0.10798237154109908,1.0,0.0033919671550393105,0.04502033442258835,0.9141666666666667,30.635032537858933,0.284355000782758,0.0,0.9645,2.7787086591124535,0.11244435177053674,0.9645,2.779389049857855,0.11244435177053674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9681833333333333,12.680550469085574,0.10798237154109908,1.0,0.0033919671550393105,0.04502033442258835,0.9141666666666667,30.635032537858933,0.284355000782758,0.0,0.9645,2.7787086591124535,0.11244435177053674,0.0982,2.7667484269477427,4.146049134880304,0.0982,2.7663642610423267,4.146049134880304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9681833333333333,12.680550469085574,0.10798237154109908,1.0,0.0033919671550393105,0.04502033442258835,0.9141666666666667,30.635032537858933,0.284355000782758,0.0,0.9645,2.7787086591124535,0.11244435177053674,0.0662,2.6205736291594803,4.447343230843544,0.0982,2.7663642610423267,4.146049134880304,0.0662,2.6201778729446232,4.447343230843544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9681833333333333,12.680550469085574,0.10798237154109908,1.0,0.0033919671550393105,0.04502033442258835,0.9141666666666667,30.635032537858933,0.284355000782758,0.0,0.9645,2.7787086591124535,0.11244435177053674,0.0879,2.6756479451432824,3.1992307609319686,0.0982,2.7663642610423267,4.146049134880304,0.0662,2.6201778729446232,4.447343230843544,0.0879,2.675275239162147,3.1992307609319686,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9681833333333333,12.680550469085574,0.10798237154109908,1.0,0.0033919671550393105,0.04502033442258835,0.9141666666666667,30.635032537858933,0.284355000782758,0.0,0.9645,2.7787086591124535,0.11244435177053674,0.1231,2.6792737268842757,3.261882031559944,0.0982,2.7663642610423267,4.146049134880304,0.0662,2.6201778729446232,4.447343230843544,0.0879,2.675275239162147,3.1992307609319686,0.1231,2.6788619300350547,3.261882031559944,,,,,,,,,,,,,,,,,,,,,,,
5,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9681833333333333,12.680550469085574,0.10798237154109908,1.0,0.0033919671550393105,0.04502033442258835,0.9141666666666667,30.635032537858933,0.284355000782758,0.0,0.9645,2.7787086591124535,0.11244435177053674,0.1404,2.7369100153446198,3.224080837368965,0.0982,2.7663642610423267,4.146049134880304,0.0662,2.6201778729446232,4.447343230843544,0.0879,2.675275239162147,3.1992307609319686,0.1231,2.6788619300350547,3.261882031559944,0.1404,2.7365424088202417,3.224080837368965,,,,,,,,,,,,,,,,,,,,
6,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9648,11.537110446952283,0.1135108117267373,0.9375,0.00817701406776905,0.1684734970331192,0.92225,59.432810585945845,0.25361709083927175,0.0,0.9413,1.712870534043759,0.18644362661278704,0.9413,1.7134682843461633,0.18644362661278704,0.0982,2.7663642610423267,4.146049134880304,0.0662,2.6201778729446232,4.447343230843544,0.0879,2.675275239162147,3.1992307609319686,0.1231,2.6788619300350547,3.261882031559944,0.1404,2.7365424088202417,3.224080837368965,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,,,,,,,,,,,,,,,,
7,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9648,11.537110446952283,0.1135108117267373,0.9375,0.00817701406776905,0.1684734970331192,0.92225,59.432810585945845,0.25361709083927175,0.0,0.9413,1.712870534043759,0.18644362661278704,0.9604,1.9893570160493255,0.1258782779622743,0.9604,1.9889841699041426,0.1258782779622743,0.0662,2.6201778729446232,4.447343230843544,0.0879,2.675275239162147,3.1992307609319686,0.1231,2.6788619300350547,3.261882031559944,0.1404,2.7365424088202417,3.224080837368965,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,,,,,,,,,,,,,,,,
8,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9648,11.537110446952283,0.1135108117267373,0.9375,0.00817701406776905,0.1684734970331192,0.92225,59.432810585945845,0.25361709083927175,0.0,0.9413,1.712870534043759,0.18644362661278704,0.0949,2.2757127610966563,5.146755172014236,0.9604,1.9889841699041426,0.1258782779622743,0.0949,2.275324975140393,5.146755172014236,0.0879,2.675275239162147,3.1992307609319686,0.1231,2.6788619300350547,3.261882031559944,0.1404,2.7365424088202417,3.224080837368965,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,,,,,,,,,,,,,,,,
9,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9648,11.537110446952283,0.1135108117267373,0.9375,0.00817701406776905,0.1684734970331192,0.92225,59.432810585945845,0.25361709083927175,0.0,0.9413,1.712870534043759,0.18644362661278704,0.0937,2.2082181461155415,4.083077350854873,0.9604,1.9889841699041426,0.1258782779622743,0.0949,2.275324975140393,5.146755172014236,0.0937,2.20784619031474,4.083077350854873,0.1231,2.6788619300350547,3.261882031559944,0.1404,2.7365424088202417,3.224080837368965,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,,,,,,,,,,,,,,,,
10,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9648,11.537110446952283,0.1135108117267373,0.9375,0.00817701406776905,0.1684734970331192,0.92225,59.432810585945845,0.25361709083927175,0.0,0.9413,1.712870534043759,0.18644362661278704,0.1085,1.5288908509537578,4.414031599164009,0.9604,1.9889841699041426,0.1258782779622743,0.0949,2.275324975140393,5.146755172014236,0.0937,2.20784619031474,4.083077350854873,0.1085,1.5285137249156833,4.414031599164009,0.1404,2.7365424088202417,3.224080837368965,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,,,,,,,,,,,,,,,,
11,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9648,11.537110446952283,0.1135108117267373,0.9375,0.00817701406776905,0.1684734970331192,0.92225,59.432810585945845,0.25361709083927175,0.0,0.9413,1.712870534043759,0.18644362661278704,0.0938,1.4732533092610538,5.36466610789299,0.9604,1.9889841699041426,0.1258782779622743,0.0949,2.275324975140393,5.146755172014236,0.0937,2.20784619031474,4.083077350854873,0.1085,1.5285137249156833,4.414031599164009,0.0938,1.4728866629302502,5.36466610789299,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,,,,,,,,,,,,,,,,
12,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9668166666666667,11.626206163782626,0.10902380477176242,1.0,0.0033226138912141323,0.062099844217300415,0.92025,54.67827664222568,0.2674454145758102,0.0,0.9226,2.3357351408340037,0.2561525161343889,0.9226,2.336330540943891,0.2561525161343889,0.9604,1.9889841699041426,0.1258782779622743,0.0949,2.275324975140393,5.146755172014236,0.0937,2.20784619031474,4.083077350854873,0.1085,1.5285137249156833,4.414031599164009,0.0938,1.4728866629302502,5.36466610789299,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,0.9668166666666667,11.625628104899079,0.10902380477176242,0.10544207319617271,,,,,,,,,,,,
13,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9668166666666667,11.626206163782626,0.10902380477176242,1.0,0.0033226138912141323,0.062099844217300415,0.92025,54.67827664222568,0.2674454145758102,0.0,0.9226,2.3357351408340037,0.2561525161343889,0.9559,2.279663539957255,0.14102069628148456,0.9559,2.2792877540923655,0.14102069628148456,0.0949,2.275324975140393,5.146755172014236,0.0937,2.20784619031474,4.083077350854873,0.1085,1.5285137249156833,4.414031599164009,0.0938,1.4728866629302502,5.36466610789299,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,0.9668166666666667,11.625628104899079,0.10902380477176242,0.10544207319617271,,,,,,,,,,,,
14,0.9681833333333333,12.680112320929766,0.10798237154109908,0.9668166666666667,11.626206163782626,0.10902380477176242,1.0,0.0033226138912141323,0.062099844217300415,0.92025,54.67827664222568,0.2674454145758102,0.0,0.9226,2.3357351408340037,0.2561525161343889,0.9626,2.2741398317739367,0.11765371610921647,0.9559,2.2792877540923655,0.14102069628148456,0.9626,2.27374679595232,0.11765371610921647,0.0937,2.20784619031474,4.083077350854873,0.1085,1.5285137249156833,4.414031599164009,0.0938,1.4728866629302502,5.36466610789299,0.9648,11.53648068709299,0.1135108117267373,0.02053775219246745,0.9668166666666667,11.625628104899079,0.10902380477176242,0.10544207319617271,,,,,,,,,,,,
