,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Loss_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Loss_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Loss_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c197be0>/train_phase/train_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Time_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Time_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Time_Exp/eval_phase/test_stream/Task000/Exp005,Loss_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,Loss_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c197be0>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,Loss_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c197be0>/train_phase/train_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp003,Time_Exp/eval_phase/train_stream/Task000/Exp003,Loss_Exp/eval_phase/train_stream/Task000/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c197be0>/train_phase/train_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp004,Time_Exp/eval_phase/train_stream/Task000/Exp004,Loss_Exp/eval_phase/train_stream/Task000/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c197be0>/train_phase/train_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp005,Time_Exp/eval_phase/train_stream/Task000/Exp005,Loss_Exp/eval_phase/train_stream/Task000/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c197be0>/train_phase/train_stream/Task000/Exp005
0,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9653333333333334,4.4638906060718,0.11988446799630764,0.9375,0.0011553899385035038,0.24692313373088837,0.91575,9.803367930930108,0.279430671454221,0.0,0.9599,0.7469553770497441,0.12997260461382212,0.9599,0.7472973931580782,0.12997260461382212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9653333333333334,4.4638906060718,0.11988446799630764,0.9375,0.0011553899385035038,0.24692313373088837,0.91575,9.803367930930108,0.279430671454221,0.0,0.9599,0.7469553770497441,0.12997260461382212,0.1231,0.7349509899504483,3.5586702680587767,0.1231,0.7345988941378891,3.5586702680587767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9653333333333334,4.4638906060718,0.11988446799630764,0.9375,0.0011553899385035038,0.24692313373088837,0.91575,9.803367930930108,0.279430671454221,0.0,0.9599,0.7469553770497441,0.12997260461382212,0.1133,0.73357650404796,3.198430526852608,0.1231,0.7345988941378891,3.5586702680587767,0.1133,0.7332226480357349,3.198430526852608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9653333333333334,4.4638906060718,0.11988446799630764,0.9375,0.0011553899385035038,0.24692313373088837,0.91575,9.803367930930108,0.279430671454221,0.0,0.9599,0.7469553770497441,0.12997260461382212,0.076,0.7303887498565018,4.1459192511439324,0.1231,0.7345988941378891,3.5586702680587767,0.1133,0.7332226480357349,3.198430526852608,0.076,0.7300353939644992,4.1459192511439324,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9653333333333334,4.4638906060718,0.11988446799630764,0.9375,0.0011553899385035038,0.24692313373088837,0.91575,9.803367930930108,0.279430671454221,0.0,0.9599,0.7469553770497441,0.12997260461382212,0.0851,0.7341337543912232,4.760910359323025,0.1231,0.7345988941378891,3.5586702680587767,0.1133,0.7332226480357349,3.198430526852608,0.076,0.7300353939644992,4.1459192511439324,0.0851,0.733776718378067,4.760910359323025,,,,,,,,,,,,,,,,,,,,,,,
5,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9653333333333334,4.4638906060718,0.11988446799630764,0.9375,0.0011553899385035038,0.24692313373088837,0.91575,9.803367930930108,0.279430671454221,0.0,0.9599,0.7469553770497441,0.12997260461382212,0.0706,0.7323780432343483,4.571688032746315,0.1231,0.7345988941378891,3.5586702680587767,0.1133,0.7332226480357349,3.198430526852608,0.076,0.7300353939644992,4.1459192511439324,0.0851,0.733776718378067,4.760910359323025,0.0706,0.7320288270711899,4.571688032746315,,,,,,,,,,,,,,,,,,,,
6,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9700666666666666,4.433434055652469,0.1002269851033634,0.9375,0.0012133806012570858,0.16335444152355194,0.92315,14.784750016406178,0.2543811306512604,0.0,0.94,0.7460551969707012,0.19659108388550522,0.94,0.7464741836301982,0.19659108388550522,0.1231,0.7345988941378891,3.5586702680587767,0.1133,0.7332226480357349,3.198430526852608,0.076,0.7300353939644992,4.1459192511439324,0.0851,0.733776718378067,4.760910359323025,0.0706,0.7320288270711899,4.571688032746315,0.9700666666666666,4.43285875627771,0.1002269851033634,0.0036794841289520264,,,,,,,,,,,,,,,,
7,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9700666666666666,4.433434055652469,0.1002269851033634,0.9375,0.0012133806012570858,0.16335444152355194,0.92315,14.784750016406178,0.2543811306512604,0.0,0.94,0.7460551969707012,0.19659108388550522,0.9672,0.7270465479232371,0.10734239102239371,0.9672,0.7266924818977714,0.10734239102239371,0.1133,0.7332226480357349,3.198430526852608,0.076,0.7300353939644992,4.1459192511439324,0.0851,0.733776718378067,4.760910359323025,0.0706,0.7320288270711899,4.571688032746315,0.9700666666666666,4.43285875627771,0.1002269851033634,0.0036794841289520264,,,,,,,,,,,,,,,,
8,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9700666666666666,4.433434055652469,0.1002269851033634,0.9375,0.0012133806012570858,0.16335444152355194,0.92315,14.784750016406178,0.2543811306512604,0.0,0.94,0.7460551969707012,0.19659108388550522,0.0972,0.7288128980435431,3.7886671769618987,0.9672,0.7266924818977714,0.10734239102239371,0.0972,0.7284542410634458,3.7886671769618987,0.076,0.7300353939644992,4.1459192511439324,0.0851,0.733776718378067,4.760910359323025,0.0706,0.7320288270711899,4.571688032746315,0.9700666666666666,4.43285875627771,0.1002269851033634,0.0036794841289520264,,,,,,,,,,,,,,,,
9,0.9653333333333334,4.463547999970615,0.11988446799630764,0.9700666666666666,4.433434055652469,0.1002269851033634,0.9375,0.0012133806012570858,0.16335444152355194,0.92315,14.784750016406178,0.2543811306512604,0.0,0.94,0.7460551969707012,0.19659108388550522,0.1194,0.7287396462634206,4.532730706334114,0.9672,0.7266924818977714,0.10734239102239371,0.0972,0.7284542410634458,3.7886671769618987,0.1194,0.7283897697925568,4.532730706334114,0.0851,0.733776718378067,4.760910359323025,0.0706,0.7320288270711899,4.571688032746315,0.9700666666666666,4.43285875627771,0.1002269851033634,0.0036794841289520264,,,,,,,,,,,,,,,,
