,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Loss_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Loss_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Loss_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f0c2e12b6a0>/train_phase/train_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Time_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Time_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Time_Exp/eval_phase/test_stream/Task000/Exp005,Loss_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,Loss_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f0c2e12b6a0>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,Loss_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f0c2e12b6a0>/train_phase/train_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp003,Time_Exp/eval_phase/train_stream/Task000/Exp003,Loss_Exp/eval_phase/train_stream/Task000/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f0c2e12b6a0>/train_phase/train_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp004,Time_Exp/eval_phase/train_stream/Task000/Exp004,Loss_Exp/eval_phase/train_stream/Task000/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f0c2e12b6a0>/train_phase/train_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp005,Time_Exp/eval_phase/train_stream/Task000/Exp005,Loss_Exp/eval_phase/train_stream/Task000/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f0c2e12b6a0>/train_phase/train_stream/Task000/Exp005
0,0.9681833333333333,4.457698212005198,0.10798237154109908,0.9681833333333333,4.458060109056532,0.10798237154109908,1.0,0.001516456250101328,0.04502033442258835,0.9141666666666667,10.628802923951298,0.284355000782758,0.0,0.9645,0.7483497592620552,0.11244435177053674,0.9645,0.7487075049430132,0.11244435177053674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9681833333333333,4.457698212005198,0.10798237154109908,0.9681833333333333,4.458060109056532,0.10798237154109908,1.0,0.001516456250101328,0.04502033442258835,0.9141666666666667,10.628802923951298,0.284355000782758,0.0,0.9645,0.7483497592620552,0.11244435177053674,0.0982,0.7314623380079865,4.146049134880304,0.0982,0.7311001121997833,4.146049134880304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9681833333333333,4.457698212005198,0.10798237154109908,0.9681833333333333,4.458060109056532,0.10798237154109908,1.0,0.001516456250101328,0.04502033442258835,0.9141666666666667,10.628802923951298,0.284355000782758,0.0,0.9645,0.7483497592620552,0.11244435177053674,0.0662,0.7329785651527345,4.447343230843544,0.0982,0.7311001121997833,4.146049134880304,0.0662,0.7326139193028212,4.447343230843544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9681833333333333,4.457698212005198,0.10798237154109908,0.9681833333333333,4.458060109056532,0.10798237154109908,1.0,0.001516456250101328,0.04502033442258835,0.9141666666666667,10.628802923951298,0.284355000782758,0.0,0.9645,0.7483497592620552,0.11244435177053674,0.0879,0.7318849950097501,3.1992307609319686,0.0982,0.7311001121997833,4.146049134880304,0.0662,0.7326139193028212,4.447343230843544,0.0879,0.7315292390994728,3.1992307609319686,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9681833333333333,4.457698212005198,0.10798237154109908,0.9681833333333333,4.458060109056532,0.10798237154109908,1.0,0.001516456250101328,0.04502033442258835,0.9141666666666667,10.628802923951298,0.284355000782758,0.0,0.9645,0.7483497592620552,0.11244435177053674,0.1231,0.7327572098001838,3.261882031559944,0.0982,0.7311001121997833,4.146049134880304,0.0662,0.7326139193028212,4.447343230843544,0.0879,0.7315292390994728,3.1992307609319686,0.1231,0.7323888828977942,3.261882031559944,,,,,,,,,,,,,,,,,,,,,,,
5,0.9681833333333333,4.457698212005198,0.10798237154109908,0.9681833333333333,4.458060109056532,0.10798237154109908,1.0,0.001516456250101328,0.04502033442258835,0.9141666666666667,10.628802923951298,0.284355000782758,0.0,0.9645,0.7483497592620552,0.11244435177053674,0.1404,0.7348911259323359,3.224080837368965,0.0982,0.7311001121997833,4.146049134880304,0.0662,0.7326139193028212,4.447343230843544,0.0879,0.7315292390994728,3.1992307609319686,0.1231,0.7323888828977942,3.261882031559944,0.1404,0.7345077688805759,3.224080837368965,,,,,,,,,,,,,,,,,,,,
6,0.9681833333333333,4.457698212005198,0.10798237154109908,0.96865,4.417594389989972,0.10293242466112133,0.9375,0.001514896284788847,0.08285535871982574,0.9243666666666667,15.6670201420784,0.2519596851006461,0.0,0.9405,0.7552821380086243,0.19733018145930942,0.9405,0.7557095251977444,0.19733018145930942,0.0982,0.7311001121997833,4.146049134880304,0.0662,0.7326139193028212,4.447343230843544,0.0879,0.7315292390994728,3.1992307609319686,0.1231,0.7323888828977942,3.261882031559944,0.1404,0.7345077688805759,3.224080837368965,0.96865,4.417012499645352,0.10293242466112133,0.00019128387793898582,,,,,,,,,,,,,,,,
7,0.9681833333333333,4.457698212005198,0.10798237154109908,0.96865,4.417594389989972,0.10293242466112133,0.9375,0.001514896284788847,0.08285535871982574,0.9243666666666667,15.6670201420784,0.2519596851006461,0.0,0.9405,0.7552821380086243,0.19733018145930942,0.9651,0.7334803123958409,0.11209128957154463,0.9651,0.7330857361666858,0.11209128957154463,0.0662,0.7326139193028212,4.447343230843544,0.0879,0.7315292390994728,3.1992307609319686,0.1231,0.7323888828977942,3.261882031559944,0.1404,0.7345077688805759,3.224080837368965,0.96865,4.417012499645352,0.10293242466112133,0.00019128387793898582,,,,,,,,,,,,,,,,
8,0.9681833333333333,4.457698212005198,0.10798237154109908,0.96865,4.417594389989972,0.10293242466112133,0.9375,0.001514896284788847,0.08285535871982574,0.9243666666666667,15.6670201420784,0.2519596851006461,0.0,0.9405,0.7552821380086243,0.19733018145930942,0.111,0.7344513088464737,5.358794281482696,0.9651,0.7330857361666858,0.11209128957154463,0.111,0.734091981779784,5.358794281482696,0.0879,0.7315292390994728,3.1992307609319686,0.1231,0.7323888828977942,3.261882031559944,0.1404,0.7345077688805759,3.224080837368965,0.96865,4.417012499645352,0.10293242466112133,0.00019128387793898582,,,,,,,,,,,,,,,,
9,0.9681833333333333,4.457698212005198,0.10798237154109908,0.96865,4.417594389989972,0.10293242466112133,0.9375,0.001514896284788847,0.08285535871982574,0.9243666666666667,15.6670201420784,0.2519596851006461,0.0,0.9405,0.7552821380086243,0.19733018145930942,0.0928,0.7318410649895668,4.337042644023895,0.9651,0.7330857361666858,0.11209128957154463,0.111,0.734091981779784,5.358794281482696,0.0928,0.731482497882098,4.337042644023895,0.1231,0.7323888828977942,3.261882031559944,0.1404,0.7345077688805759,3.224080837368965,0.96865,4.417012499645352,0.10293242466112133,0.00019128387793898582,,,,,,,,,,,,,,,,
