,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Loss_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Loss_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Loss_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1d9720>/train_phase/train_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Time_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Time_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Time_Exp/eval_phase/test_stream/Task000/Exp005,Loss_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,Loss_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1d9720>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,Loss_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1d9720>/train_phase/train_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp003,Time_Exp/eval_phase/train_stream/Task000/Exp003,Loss_Exp/eval_phase/train_stream/Task000/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1d9720>/train_phase/train_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp004,Time_Exp/eval_phase/train_stream/Task000/Exp004,Loss_Exp/eval_phase/train_stream/Task000/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1d9720>/train_phase/train_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp005,Time_Exp/eval_phase/train_stream/Task000/Exp005,Loss_Exp/eval_phase/train_stream/Task000/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1d9720>/train_phase/train_stream/Task000/Exp005
10,0.9661,4.777155241928995,0.11232967026813033,0.9703666666666667,4.3917158814147115,0.10091274700054782,0.9375,0.0011081099510192871,0.1576472371816635,0.9236,12.189076198730618,0.24883011481159678,0.0,0.9509,0.7451153099536896,0.16356368080203537,0.158,0.7352057350799441,3.6606519836187363,0.9644,0.7337958118878305,0.1148622168849397,0.0871,0.7313620280474424,4.240302811264992,0.1184,0.7343553910031915,5.069810049235821,0.158,0.7348560290411115,3.6606519836187363,0.1298,0.7332486589439213,3.2588671019673345,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,,,,,,,,,,,,,,,,
11,0.9661,4.777155241928995,0.11232967026813033,0.9703666666666667,4.3917158814147115,0.10091274700054782,0.9375,0.0011081099510192871,0.1576472371816635,0.9236,12.189076198730618,0.24883011481159678,0.0,0.9509,0.7451153099536896,0.16356368080203537,0.1196,0.734440780710429,4.159107375442982,0.9644,0.7337958118878305,0.1148622168849397,0.0871,0.7313620280474424,4.240302811264992,0.1184,0.7343553910031915,5.069810049235821,0.158,0.7348560290411115,3.6606519836187363,0.1196,0.7340905438177288,4.159107375442982,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,,,,,,,,,,,,,,,,
12,0.9661,4.777155241928995,0.11232967026813033,0.9713166666666667,4.593553974758834,0.10077720969255703,1.0,0.001328303012996912,0.07856098562479019,0.9172666666666667,15.201604226138443,0.27198988391313084,0.0,0.9399,0.7442133934237063,0.20448672761151102,0.9399,0.7446650313213468,0.20448672761151102,0.9644,0.7337958118878305,0.1148622168849397,0.0871,0.7313620280474424,4.240302811264992,0.1184,0.7343553910031915,5.069810049235821,0.158,0.7348560290411115,3.6606519836187363,0.1196,0.7340905438177288,4.159107375442982,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,,,,,,,,,,,,
13,0.9661,4.777155241928995,0.11232967026813033,0.9713166666666667,4.593553974758834,0.10077720969255703,1.0,0.001328303012996912,0.07856098562479019,0.9172666666666667,15.201604226138443,0.27198988391313084,0.0,0.9399,0.7442133934237063,0.20448672761151102,0.9517,0.7352753956802189,0.1571419422479812,0.9517,0.7349176201969385,0.1571419422479812,0.0871,0.7313620280474424,4.240302811264992,0.1184,0.7343553910031915,5.069810049235821,0.158,0.7348560290411115,3.6606519836187363,0.1196,0.7340905438177288,4.159107375442982,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,,,,,,,,,,,,
14,0.9661,4.777155241928995,0.11232967026813033,0.9713166666666667,4.593553974758834,0.10077720969255703,1.0,0.001328303012996912,0.07856098562479019,0.9172666666666667,15.201604226138443,0.27198988391313084,0.0,0.9399,0.7442133934237063,0.20448672761151102,0.9686,0.7358867563307285,0.10523828418023186,0.9517,0.7349176201969385,0.1571419422479812,0.9686,0.7355274097062647,0.10523828418023186,0.1184,0.7343553910031915,5.069810049235821,0.158,0.7348560290411115,3.6606519836187363,0.1196,0.7340905438177288,4.159107375442982,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,,,,,,,,,,,,
15,0.9661,4.777155241928995,0.11232967026813033,0.9713166666666667,4.593553974758834,0.10077720969255703,1.0,0.001328303012996912,0.07856098562479019,0.9172666666666667,15.201604226138443,0.27198988391313084,0.0,0.9399,0.7442133934237063,0.20448672761151102,0.1316,0.7317057028412819,5.601684285998345,0.9517,0.7349176201969385,0.1571419422479812,0.9686,0.7355274097062647,0.10523828418023186,0.1316,0.7313506272621453,5.601684285998345,0.158,0.7348560290411115,3.6606519836187363,0.1196,0.7340905438177288,4.159107375442982,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,,,,,,,,,,,,
16,0.9661,4.777155241928995,0.11232967026813033,0.9713166666666667,4.593553974758834,0.10077720969255703,1.0,0.001328303012996912,0.07856098562479019,0.9172666666666667,15.201604226138443,0.27198988391313084,0.0,0.9399,0.7442133934237063,0.20448672761151102,0.1213,0.7325962991453707,4.8427847683429714,0.9517,0.7349176201969385,0.1571419422479812,0.9686,0.7355274097062647,0.10523828418023186,0.1316,0.7313506272621453,5.601684285998345,0.1213,0.73224106291309,4.8427847683429714,0.1196,0.7340905438177288,4.159107375442982,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,,,,,,,,,,,,
17,0.9661,4.777155241928995,0.11232967026813033,0.9713166666666667,4.593553974758834,0.10077720969255703,1.0,0.001328303012996912,0.07856098562479019,0.9172666666666667,15.201604226138443,0.27198988391313084,0.0,0.9399,0.7442133934237063,0.20448672761151102,0.1132,0.7341432147659361,4.407880743741989,0.9517,0.7349176201969385,0.1571419422479812,0.9686,0.7355274097062647,0.10523828418023186,0.1316,0.7313506272621453,5.601684285998345,0.1213,0.73224106291309,4.8427847683429714,0.1132,0.7337866588495672,4.407880743741989,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,,,,,,,,,,,,
18,0.9661,4.777155241928995,0.11232967026813033,0.9698166666666667,4.39336784882471,0.10276615439972375,0.875,0.0011189202778041363,0.36433351039886475,0.9187166666666666,16.872622936032712,0.27324665703227125,0.0,0.9001,0.7504291399382055,0.31259444495197386,0.9001,0.7507788459770381,0.31259444495197386,0.9517,0.7349176201969385,0.1571419422479812,0.9686,0.7355274097062647,0.10523828418023186,0.1316,0.7313506272621453,5.601684285998345,0.1213,0.73224106291309,4.8427847683429714,0.1132,0.7337866588495672,4.407880743741989,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,,,,,,,,
19,0.9661,4.777155241928995,0.11232967026813033,0.9698166666666667,4.39336784882471,0.10276615439972375,0.875,0.0011189202778041363,0.36433351039886475,0.9187166666666666,16.872622936032712,0.27324665703227125,0.0,0.9001,0.7504291399382055,0.31259444495197386,0.9461,0.7335190349258482,0.18564086051774212,0.9461,0.7331647290848196,0.18564086051774212,0.9686,0.7355274097062647,0.10523828418023186,0.1316,0.7313506272621453,5.601684285998345,0.1213,0.73224106291309,4.8427847683429714,0.1132,0.7337866588495672,4.407880743741989,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,,,,,,,,
20,0.9661,4.777155241928995,0.11232967026813033,0.9698166666666667,4.39336784882471,0.10276615439972375,0.875,0.0011189202778041363,0.36433351039886475,0.9187166666666666,16.872622936032712,0.27324665703227125,0.0,0.9001,0.7504291399382055,0.31259444495197386,0.9585,0.7336036367341876,0.1484123043261934,0.9461,0.7331647290848196,0.18564086051774212,0.9585,0.7332480298355222,0.1484123043261934,0.1316,0.7313506272621453,5.601684285998345,0.1213,0.73224106291309,4.8427847683429714,0.1132,0.7337866588495672,4.407880743741989,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,,,,,,,,
21,0.9661,4.777155241928995,0.11232967026813033,0.9698166666666667,4.39336784882471,0.10276615439972375,0.875,0.0011189202778041363,0.36433351039886475,0.9187166666666666,16.872622936032712,0.27324665703227125,0.0,0.9001,0.7504291399382055,0.31259444495197386,0.9645,0.7382578072138131,0.11467923745454754,0.9461,0.7331647290848196,0.18564086051774212,0.9585,0.7332480298355222,0.1484123043261934,0.9645,0.7379027307033539,0.11467923745454754,0.1213,0.73224106291309,4.8427847683429714,0.1132,0.7337866588495672,4.407880743741989,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,,,,,,,,
22,0.9661,4.777155241928995,0.11232967026813033,0.9698166666666667,4.39336784882471,0.10276615439972375,0.875,0.0011189202778041363,0.36433351039886475,0.9187166666666666,16.872622936032712,0.27324665703227125,0.0,0.9001,0.7504291399382055,0.31259444495197386,0.1374,0.7331251557916403,6.685986814647913,0.9461,0.7331647290848196,0.18564086051774212,0.9585,0.7332480298355222,0.1484123043261934,0.9645,0.7379027307033539,0.11467923745454754,0.1374,0.7327660000883043,6.685986814647913,0.1132,0.7337866588495672,4.407880743741989,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,,,,,,,,
23,0.9661,4.777155241928995,0.11232967026813033,0.9698166666666667,4.39336784882471,0.10276615439972375,0.875,0.0011189202778041363,0.36433351039886475,0.9187166666666666,16.872622936032712,0.27324665703227125,0.0,0.9001,0.7504291399382055,0.31259444495197386,0.1295,0.7368338811211288,5.019998128414154,0.9461,0.7331647290848196,0.18564086051774212,0.9585,0.7332480298355222,0.1484123043261934,0.9645,0.7379027307033539,0.11467923745454754,0.1374,0.7327660000883043,6.685986814647913,0.1295,0.736461244057864,5.019998128414154,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,,,,,,,,
24,0.9661,4.777155241928995,0.11232967026813033,0.9612,4.380670614074916,0.1244023164724058,1.0,0.0011371690779924393,0.10731905698776245,0.9158333333333334,18.86720092082396,0.28973600888134293,0.0,0.8921,0.7432938339188695,0.34008922934008295,0.8921,0.7436431501992047,0.34008922934008295,0.9461,0.7331647290848196,0.18564086051774212,0.9585,0.7332480298355222,0.1484123043261934,0.9645,0.7379027307033539,0.11467923745454754,0.1374,0.7327660000883043,6.685986814647913,0.1295,0.736461244057864,5.019998128414154,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,0.9612,4.380005492828786,0.1244023164724058,0.0030661928467452526,,,,
25,0.9661,4.777155241928995,0.11232967026813033,0.9612,4.380670614074916,0.1244023164724058,1.0,0.0011371690779924393,0.10731905698776245,0.9158333333333334,18.86720092082396,0.28973600888134293,0.0,0.8921,0.7432938339188695,0.34008922934008295,0.9208,0.7313300869427621,0.2411810051742941,0.9208,0.7309753308072686,0.2411810051742941,0.9585,0.7332480298355222,0.1484123043261934,0.9645,0.7379027307033539,0.11467923745454754,0.1374,0.7327660000883043,6.685986814647913,0.1295,0.736461244057864,5.019998128414154,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,0.9612,4.380005492828786,0.1244023164724058,0.0030661928467452526,,,,
26,0.9661,4.777155241928995,0.11232967026813033,0.9612,4.380670614074916,0.1244023164724058,1.0,0.0011371690779924393,0.10731905698776245,0.9158333333333334,18.86720092082396,0.28973600888134293,0.0,0.8921,0.7432938339188695,0.34008922934008295,0.9414,0.7318376051262021,0.19143461611005477,0.9208,0.7309753308072686,0.2411810051742941,0.9414,0.7314834892749786,0.19143461611005477,0.9645,0.7379027307033539,0.11467923745454754,0.1374,0.7327660000883043,6.685986814647913,0.1295,0.736461244057864,5.019998128414154,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,0.9612,4.380005492828786,0.1244023164724058,0.0030661928467452526,,,,
27,0.9661,4.777155241928995,0.11232967026813033,0.9612,4.380670614074916,0.1244023164724058,1.0,0.0011371690779924393,0.10731905698776245,0.9158333333333334,18.86720092082396,0.28973600888134293,0.0,0.8921,0.7432938339188695,0.34008922934008295,0.9544,0.7325926469638944,0.1491505242860876,0.9208,0.7309753308072686,0.2411810051742941,0.9414,0.7314834892749786,0.19143461611005477,0.9544,0.7322379611432552,0.1491505242860876,0.1374,0.7327660000883043,6.685986814647913,0.1295,0.736461244057864,5.019998128414154,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,0.9612,4.380005492828786,0.1244023164724058,0.0030661928467452526,,,,
28,0.9661,4.777155241928995,0.11232967026813033,0.9612,4.380670614074916,0.1244023164724058,1.0,0.0011371690779924393,0.10731905698776245,0.9158333333333334,18.86720092082396,0.28973600888134293,0.0,0.8921,0.7432938339188695,0.34008922934008295,0.9546,0.7316765110008419,0.1395978222744452,0.9208,0.7309753308072686,0.2411810051742941,0.9414,0.7314834892749786,0.19143461611005477,0.9544,0.7322379611432552,0.1491505242860876,0.9546,0.7313205250538886,0.1395978222744452,0.1295,0.736461244057864,5.019998128414154,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,0.9612,4.380005492828786,0.1244023164724058,0.0030661928467452526,,,,
29,0.9661,4.777155241928995,0.11232967026813033,0.9612,4.380670614074916,0.1244023164724058,1.0,0.0011371690779924393,0.10731905698776245,0.9158333333333334,18.86720092082396,0.28973600888134293,0.0,0.8921,0.7432938339188695,0.34008922934008295,0.0947,0.7330736350268126,7.90804593861103,0.9208,0.7309753308072686,0.2411810051742941,0.9414,0.7314834892749786,0.19143461611005477,0.9544,0.7322379611432552,0.1491505242860876,0.9546,0.7313205250538886,0.1395978222744452,0.0947,0.7327209082432091,7.90804593861103,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,0.9612,4.380005492828786,0.1244023164724058,0.0030661928467452526,,,,
30,0.9661,4.777155241928995,0.11232967026813033,0.9675833333333334,4.389843802899122,0.10865305319360535,0.9375,0.0013410141691565514,0.10141918063163757,0.91555,25.40052809473127,0.29039876106219986,0.0,0.8716,0.7504048743285239,0.4103898496204056,0.8716,0.7507567796856165,0.4103898496204056,0.9208,0.7309753308072686,0.2411810051742941,0.9414,0.7314834892749786,0.19143461611005477,0.9544,0.7322379611432552,0.1491505242860876,0.9546,0.7313205250538886,0.1395978222744452,0.0947,0.7327209082432091,7.90804593861103,0.9703666666666667,4.391373775433749,0.10091274700054782,0.0026168162003159523,0.9713166666666667,4.593054266180843,0.10077720969255703,0.001461145468056202,0.9698166666666667,4.392959021963179,0.10276615439972375,0.0026597240939736366,0.9612,4.380005492828786,0.1244023164724058,0.0030661928467452526,0.9675833333333334,4.38946818606928,0.10865305319360535,0.003118703607469797
