,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Loss_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Loss_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Loss_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b29e0>/train_phase/train_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Time_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Time_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Time_Exp/eval_phase/test_stream/Task000/Exp005,Loss_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,Loss_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b29e0>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,Loss_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b29e0>/train_phase/train_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp003,Time_Exp/eval_phase/train_stream/Task000/Exp003,Loss_Exp/eval_phase/train_stream/Task000/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b29e0>/train_phase/train_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp004,Time_Exp/eval_phase/train_stream/Task000/Exp004,Loss_Exp/eval_phase/train_stream/Task000/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b29e0>/train_phase/train_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp005,Time_Exp/eval_phase/train_stream/Task000/Exp005,Loss_Exp/eval_phase/train_stream/Task000/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b29e0>/train_phase/train_stream/Task000/Exp005
0,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9681833333333333,4.771757094655186,0.10798237154109908,1.0,0.001012417022138834,0.04502033442258835,0.9141666666666667,9.217044948134571,0.284355000782758,0.0,0.9645,0.7499711783602834,0.11244435177053674,0.9645,0.7503356542438269,0.11244435177053674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9681833333333333,4.771757094655186,0.10798237154109908,1.0,0.001012417022138834,0.04502033442258835,0.9141666666666667,9.217044948134571,0.284355000782758,0.0,0.9645,0.7499711783602834,0.11244435177053674,0.0982,0.7298344210721552,4.146049134880304,0.0982,0.7294646841473877,4.146049134880304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9681833333333333,4.771757094655186,0.10798237154109908,1.0,0.001012417022138834,0.04502033442258835,0.9141666666666667,9.217044948134571,0.284355000782758,0.0,0.9645,0.7499711783602834,0.11244435177053674,0.0662,0.7294077426195145,4.447343230843544,0.0982,0.7294646841473877,4.146049134880304,0.0662,0.7290573972277343,4.447343230843544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9681833333333333,4.771757094655186,0.10798237154109908,1.0,0.001012417022138834,0.04502033442258835,0.9141666666666667,9.217044948134571,0.284355000782758,0.0,0.9645,0.7499711783602834,0.11244435177053674,0.0879,0.7320848680101335,3.1992307609319686,0.0982,0.7294646841473877,4.146049134880304,0.0662,0.7290573972277343,4.447343230843544,0.0879,0.7317318231798708,3.1992307609319686,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9681833333333333,4.771757094655186,0.10798237154109908,1.0,0.001012417022138834,0.04502033442258835,0.9141666666666667,9.217044948134571,0.284355000782758,0.0,0.9645,0.7499711783602834,0.11244435177053674,0.1231,0.7306360341608524,3.261882031559944,0.0982,0.7294646841473877,4.146049134880304,0.0662,0.7290573972277343,4.447343230843544,0.0879,0.7317318231798708,3.1992307609319686,0.1231,0.7302836682647467,3.261882031559944,,,,,,,,,,,,,,,,,,,,,,,
5,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9681833333333333,4.771757094655186,0.10798237154109908,1.0,0.001012417022138834,0.04502033442258835,0.9141666666666667,9.217044948134571,0.284355000782758,0.0,0.9645,0.7499711783602834,0.11244435177053674,0.1404,0.7351532801985741,3.224080837368965,0.0982,0.7294646841473877,4.146049134880304,0.0662,0.7290573972277343,4.447343230843544,0.0879,0.7317318231798708,3.1992307609319686,0.1231,0.7302836682647467,3.261882031559944,0.1404,0.734795134048909,3.224080837368965,,,,,,,,,,,,,,,,,,,,
6,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9648,4.378058057744056,0.1135108117267373,0.9375,0.00105343759059906,0.1684734970331192,0.92225,11.892447306308895,0.25361709083927175,0.0,0.9413,0.7381560811772943,0.18644362661278704,0.9413,0.7385047860443592,0.18644362661278704,0.0982,0.7294646841473877,4.146049134880304,0.0662,0.7290573972277343,4.447343230843544,0.0879,0.7317318231798708,3.1992307609319686,0.1231,0.7302836682647467,3.261882031559944,0.1404,0.734795134048909,3.224080837368965,0.9648,4.377698942087591,0.1135108117267373,0.001033326145261526,,,,,,,,,,,,,,,,
7,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9648,4.378058057744056,0.1135108117267373,0.9375,0.00105343759059906,0.1684734970331192,0.92225,11.892447306308895,0.25361709083927175,0.0,0.9413,0.7381560811772943,0.18644362661278704,0.9604,0.7280762218870223,0.1258782779622743,0.9604,0.727722015697509,0.1258782779622743,0.0662,0.7290573972277343,4.447343230843544,0.0879,0.7317318231798708,3.1992307609319686,0.1231,0.7302836682647467,3.261882031559944,0.1404,0.734795134048909,3.224080837368965,0.9648,4.377698942087591,0.1135108117267373,0.001033326145261526,,,,,,,,,,,,,,,,
8,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9648,4.378058057744056,0.1135108117267373,0.9375,0.00105343759059906,0.1684734970331192,0.92225,11.892447306308895,0.25361709083927175,0.0,0.9413,0.7381560811772943,0.18644362661278704,0.0949,0.7285477998666465,5.146755172014236,0.9604,0.727722015697509,0.1258782779622743,0.0949,0.7281904038973153,5.146755172014236,0.0879,0.7317318231798708,3.1992307609319686,0.1231,0.7302836682647467,3.261882031559944,0.1404,0.734795134048909,3.224080837368965,0.9648,4.377698942087591,0.1135108117267373,0.001033326145261526,,,,,,,,,,,,,,,,
9,0.9681833333333333,4.771407559048384,0.10798237154109908,0.9648,4.378058057744056,0.1135108117267373,0.9375,0.00105343759059906,0.1684734970331192,0.92225,11.892447306308895,0.25361709083927175,0.0,0.9413,0.7381560811772943,0.18644362661278704,0.0937,0.7286655008792877,4.083077350854873,0.9604,0.727722015697509,0.1258782779622743,0.0949,0.7281904038973153,5.146755172014236,0.0937,0.7283093249425292,4.083077350854873,0.1231,0.7302836682647467,3.261882031559944,0.1404,0.734795134048909,3.224080837368965,0.9648,4.377698942087591,0.1135108117267373,0.001033326145261526,,,,,,,,,,,,,,,,
