,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Loss_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Loss_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Loss_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b2ce0>/train_phase/train_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Time_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Time_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Time_Exp/eval_phase/test_stream/Task000/Exp005,Loss_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,Loss_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b2ce0>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,Loss_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b2ce0>/train_phase/train_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp003,Time_Exp/eval_phase/train_stream/Task000/Exp003,Loss_Exp/eval_phase/train_stream/Task000/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b2ce0>/train_phase/train_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp004,Time_Exp/eval_phase/train_stream/Task000/Exp004,Loss_Exp/eval_phase/train_stream/Task000/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b2ce0>/train_phase/train_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp005,Time_Exp/eval_phase/train_stream/Task000/Exp005,Loss_Exp/eval_phase/train_stream/Task000/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c5b2ce0>/train_phase/train_stream/Task000/Exp005
0,0.9661,4.961469052359462,0.11232967026813033,0.9661,4.9618199076503515,0.11232967026813033,1.0,0.0011299089528620243,0.021205633878707886,0.9151,9.471717439126223,0.2828855887166535,0.0,0.963,0.7943699681200087,0.11701500315088197,0.963,0.7947366638109088,0.11701500315088197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9661,4.961469052359462,0.11232967026813033,0.9661,4.9618199076503515,0.11232967026813033,1.0,0.0011299089528620243,0.021205633878707886,0.9151,9.471717439126223,0.2828855887166535,0.0,0.963,0.7943699681200087,0.11701500315088197,0.0996,0.7765326309017837,3.224805939793587,0.0996,0.7761788046918809,3.224805939793587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9661,4.961469052359462,0.11232967026813033,0.9661,4.9618199076503515,0.11232967026813033,1.0,0.0011299089528620243,0.021205633878707886,0.9151,9.471717439126223,0.2828855887166535,0.0,0.963,0.7943699681200087,0.11701500315088197,0.0738,0.7751267072744668,3.5026982855796813,0.0996,0.7761788046918809,3.224805939793587,0.0738,0.7747627105563879,3.5026982855796813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9661,4.961469052359462,0.11232967026813033,0.9661,4.9618199076503515,0.11232967026813033,1.0,0.0011299089528620243,0.021205633878707886,0.9151,9.471717439126223,0.2828855887166535,0.0,0.963,0.7943699681200087,0.11701500315088197,0.1108,0.7728494601324201,3.704646196961403,0.0996,0.7761788046918809,3.224805939793587,0.0738,0.7747627105563879,3.5026982855796813,0.1108,0.7724895137362182,3.704646196961403,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9661,4.961469052359462,0.11232967026813033,0.9661,4.9618199076503515,0.11232967026813033,1.0,0.0011299089528620243,0.021205633878707886,0.9151,9.471717439126223,0.2828855887166535,0.0,0.963,0.7943699681200087,0.11701500315088197,0.1764,0.7722774902358651,3.0381434187293053,0.0996,0.7761788046918809,3.224805939793587,0.0738,0.7747627105563879,3.5026982855796813,0.1108,0.7724895137362182,3.704646196961403,0.1764,0.7719191135838628,3.0381434187293053,,,,,,,,,,,,,,,,,,,,,,,
5,0.9661,4.961469052359462,0.11232967026813033,0.9661,4.9618199076503515,0.11232967026813033,1.0,0.0011299089528620243,0.021205633878707886,0.9151,9.471717439126223,0.2828855887166535,0.0,0.963,0.7943699681200087,0.11701500315088197,0.1298,0.7716541001573205,3.2588671019673345,0.0996,0.7761788046918809,3.224805939793587,0.0738,0.7747627105563879,3.5026982855796813,0.1108,0.7724895137362182,3.704646196961403,0.1764,0.7719191135838628,3.0381434187293053,0.1298,0.7712942939251661,3.2588671019673345,,,,,,,,,,,,,,,,,,,,
6,0.9661,4.961469052359462,0.11232967026813033,0.9696666666666667,4.660509380977601,0.10142749439083369,0.9375,0.0012312610633671284,0.16086500883102417,0.92335,14.170290765352547,0.24886301482624065,0.0,0.9499,0.7870859513059258,0.16779994248994626,0.9499,0.7876512808725238,0.16779994248994626,0.0996,0.7761788046918809,3.224805939793587,0.0738,0.7747627105563879,3.5026982855796813,0.1108,0.7724895137362182,3.704646196961403,0.1764,0.7719191135838628,3.0381434187293053,0.1298,0.7712942939251661,3.2588671019673345,0.9696666666666667,4.660036412999034,0.10142749439083369,0.027301144786179066,,,,,,,,,,,,,,,,
7,0.9661,4.961469052359462,0.11232967026813033,0.9696666666666667,4.660509380977601,0.10142749439083369,0.9375,0.0012312610633671284,0.16086500883102417,0.92335,14.170290765352547,0.24886301482624065,0.0,0.9499,0.7870859513059258,0.16779994248994626,0.9621,0.7672680108807981,0.11848535361576068,0.9621,0.7669054348953068,0.11848535361576068,0.0738,0.7747627105563879,3.5026982855796813,0.1108,0.7724895137362182,3.704646196961403,0.1764,0.7719191135838628,3.0381434187293053,0.1298,0.7712942939251661,3.2588671019673345,0.9696666666666667,4.660036412999034,0.10142749439083369,0.027301144786179066,,,,,,,,,,,,,,,,
8,0.9661,4.961469052359462,0.11232967026813033,0.9696666666666667,4.660509380977601,0.10142749439083369,0.9375,0.0012312610633671284,0.16086500883102417,0.92335,14.170290765352547,0.24886301482624065,0.0,0.9499,0.7870859513059258,0.16779994248994626,0.0973,0.7696150303818285,4.280705155730248,0.9621,0.7669054348953068,0.11848535361576068,0.0973,0.7692494341172278,4.280705155730248,0.1108,0.7724895137362182,3.704646196961403,0.1764,0.7719191135838628,3.0381434187293053,0.1298,0.7712942939251661,3.2588671019673345,0.9696666666666667,4.660036412999034,0.10142749439083369,0.027301144786179066,,,,,,,,,,,,,,,,
9,0.9661,4.961469052359462,0.11232967026813033,0.9696666666666667,4.660509380977601,0.10142749439083369,0.9375,0.0012312610633671284,0.16086500883102417,0.92335,14.170290765352547,0.24886301482624065,0.0,0.9499,0.7870859513059258,0.16779994248994626,0.1188,0.7664935877546668,5.175141543149948,0.9621,0.7669054348953068,0.11848535361576068,0.0973,0.7692494341172278,4.280705155730248,0.1188,0.7661326322704554,5.175141543149948,0.1764,0.7719191135838628,3.0381434187293053,0.1298,0.7712942939251661,3.2588671019673345,0.9696666666666667,4.660036412999034,0.10142749439083369,0.027301144786179066,,,,,,,,,,,,,,,,
