,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Loss_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Loss_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Loss_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1951b0>/train_phase/train_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Time_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Time_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Time_Exp/eval_phase/test_stream/Task000/Exp005,Loss_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,Loss_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1951b0>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,Loss_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1951b0>/train_phase/train_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp003,Time_Exp/eval_phase/train_stream/Task000/Exp003,Loss_Exp/eval_phase/train_stream/Task000/Exp003,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1951b0>/train_phase/train_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp004,Time_Exp/eval_phase/train_stream/Task000/Exp004,Loss_Exp/eval_phase/train_stream/Task000/Exp004,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1951b0>/train_phase/train_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp005,Time_Exp/eval_phase/train_stream/Task000/Exp005,Loss_Exp/eval_phase/train_stream/Task000/Exp005,<eval.metrics.ProjectionOverheadMetric object at 0x7f0b7c1951b0>/train_phase/train_stream/Task000/Exp005
0,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9582333333333334,4.465723241213709,0.13471603819469843,1.0,0.001200071070343256,0.020978467538952827,0.9143666666666667,9.517208892852068,0.2800105496443808,0.0,0.9577,0.9977387841790915,0.14142429686777178,0.9577,0.9983153650537133,0.14142429686777178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9582333333333334,4.465723241213709,0.13471603819469843,1.0,0.001200071070343256,0.020978467538952827,0.9143666666666667,9.517208892852068,0.2800105496443808,0.0,0.9577,0.9977387841790915,0.14142429686777178,0.0601,0.7290544109418988,3.3504840791225434,0.0601,0.728675234131515,3.3504840791225434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9582333333333334,4.465723241213709,0.13471603819469843,1.0,0.001200071070343256,0.020978467538952827,0.9143666666666667,9.517208892852068,0.2800105496443808,0.0,0.9577,0.9977387841790915,0.14142429686777178,0.0659,0.7276614150032401,3.4912244880199435,0.0601,0.728675234131515,3.3504840791225434,0.0659,0.7272994690574706,3.4912244880199435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9582333333333334,4.465723241213709,0.13471603819469843,1.0,0.001200071070343256,0.020978467538952827,0.9143666666666667,9.517208892852068,0.2800105496443808,0.0,0.9577,0.9977387841790915,0.14142429686777178,0.0873,0.7316870670765638,3.2855778950452805,0.0601,0.728675234131515,3.3504840791225434,0.0659,0.7272994690574706,3.4912244880199435,0.0873,0.7313361410051584,3.2855778950452805,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9582333333333334,4.465723241213709,0.13471603819469843,1.0,0.001200071070343256,0.020978467538952827,0.9143666666666667,9.517208892852068,0.2800105496443808,0.0,0.9577,0.9977387841790915,0.14142429686777178,0.1257,0.7266522659920156,3.1305709743499754,0.0601,0.728675234131515,3.3504840791225434,0.0659,0.7272994690574706,3.4912244880199435,0.0873,0.7313361410051584,3.2855778950452805,0.1257,0.7262913701124489,3.1305709743499754,,,,,,,,,,,,,,,,,,,,,,,
5,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9582333333333334,4.465723241213709,0.13471603819469843,1.0,0.001200071070343256,0.020978467538952827,0.9143666666666667,9.517208892852068,0.2800105496443808,0.0,0.9577,0.9977387841790915,0.14142429686777178,0.0487,0.7283445163629949,3.678188920021057,0.0601,0.728675234131515,3.3504840791225434,0.0659,0.7272994690574706,3.4912244880199435,0.0873,0.7313361410051584,3.2855778950452805,0.1257,0.7262913701124489,3.1305709743499754,0.0487,0.7279933402314782,3.678188920021057,,,,,,,,,,,,,,,,,,,,
6,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9713,4.460461534094065,0.09542673307732912,1.0,0.001152549870312214,0.0556851364672184,0.92375,12.386979565024376,0.2509311644927909,0.0,0.955,0.7511481447145343,0.15221956294044503,0.955,0.7515075411647558,0.15221956294044503,0.0601,0.728675234131515,3.3504840791225434,0.0659,0.7272994690574706,3.4912244880199435,0.0873,0.7313361410051584,3.2855778950452805,0.1257,0.7262913701124489,3.1305709743499754,0.0487,0.7279933402314782,3.678188920021057,0.9713,4.460122557822615,0.09542673307732912,0.0029588043689727783,,,,,,,,,,,,,,,,
7,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9713,4.460461534094065,0.09542673307732912,1.0,0.001152549870312214,0.0556851364672184,0.92375,12.386979565024376,0.2509311644927909,0.0,0.955,0.7511481447145343,0.15221956294044503,0.9676,0.7393826260231435,0.10244527668204682,0.9676,0.7390189087018371,0.10244527668204682,0.0659,0.7272994690574706,3.4912244880199435,0.0873,0.7313361410051584,3.2855778950452805,0.1257,0.7262913701124489,3.1305709743499754,0.0487,0.7279933402314782,3.678188920021057,0.9713,4.460122557822615,0.09542673307732912,0.0029588043689727783,,,,,,,,,,,,,,,,
8,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9713,4.460461534094065,0.09542673307732912,1.0,0.001152549870312214,0.0556851364672184,0.92375,12.386979565024376,0.2509311644927909,0.0,0.955,0.7511481447145343,0.15221956294044503,0.0568,0.7382293650880456,5.478446427583695,0.9676,0.7390189087018371,0.10244527668204682,0.0568,0.7378853680565953,5.478446427583695,0.0873,0.7313361410051584,3.2855778950452805,0.1257,0.7262913701124489,3.1305709743499754,0.0487,0.7279933402314782,3.678188920021057,0.9713,4.460122557822615,0.09542673307732912,0.0029588043689727783,,,,,,,,,,,,,,,,
9,0.9582333333333334,4.465373954735696,0.13471603819469843,0.9713,4.460461534094065,0.09542673307732912,1.0,0.001152549870312214,0.0556851364672184,0.92375,12.386979565024376,0.2509311644927909,0.0,0.955,0.7511481447145343,0.15221956294044503,0.1025,0.7362178578041494,4.789901632070541,0.9676,0.7390189087018371,0.10244527668204682,0.0568,0.7378853680565953,5.478446427583695,0.1025,0.735869511961937,4.789901632070541,0.1257,0.7262913701124489,3.1305709743499754,0.0487,0.7279933402314782,3.678188920021057,0.9713,4.460122557822615,0.09542673307732912,0.0029588043689727783,,,,,,,,,,,,,,,,
