Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7f28f6980400>/train_phase/train_stream/Task000/Exp000,experience,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7f28f6980400>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7f28f6980400>/train_phase/train_stream/Task000/Exp002
0.9364,0.6403389089973643,0.1243,0.6291345820063725,0.1147,0.6265584899811074,0.3918,1.8983513000421226,0.9368833333333333,4.044213762972504,0.9368833333333333,4.044714382034726,0.84375,0.0017036580247804523,0.833,7.72140105010476,0.0,1,,,,,,
0.9289,0.6515498639782891,0.9411,0.6310159249696881,0.1077,0.6374743620399386,0.6592333333333333,1.9229536990169436,0.9368833333333333,4.044213762972504,0.9428833333333333,3.803561742999591,0.8125,0.004346041940152645,0.8458,16.14866077795159,0.0,2,0.9428833333333333,3.802953213104047,2.995652682846412,,,
0.9152,0.6419174949405715,0.9256,0.6312669080216438,0.9402,0.6235885510686785,0.927,1.8993752170354128,0.9368833333333333,4.044213762972504,0.9400166666666666,3.804119235021062,0.875,0.0038938650395721197,0.8360166666666666,16.123690378968604,0.0,3,0.9428833333333333,3.802953213104047,2.995652682846412,0.9400166666666666,3.803492943989113,1.5410832487978041
