Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Time_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Time_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Stream/eval_phase/test_stream/Task000,Time_Stream/eval_phase/test_stream/Task000,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7ff05956fa90>/train_phase/train_stream/Task000/Exp000,experience,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp001,Time_Exp/eval_phase/train_stream/Task000/Exp001,<eval.metrics.ProjectionOverheadMetric object at 0x7ff05956fa90>/train_phase/train_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp002,Time_Exp/eval_phase/train_stream/Task000/Exp002,<eval.metrics.ProjectionOverheadMetric object at 0x7ff05956fa90>/train_phase/train_stream/Task000/Exp002
0.9364,0.6474060560576618,0.1243,0.6376430939417332,0.1147,0.6363807930611074,0.3918,1.9242106500314549,0.9368833333333333,4.105080986046232,0.9368833333333333,4.105654406012036,0.84375,0.0016916680615395308,0.833,7.626578964060172,0.0,1,,,,,,
0.9283,0.6475362579803914,0.9452,0.6381646640365943,0.1029,0.6351408329792321,0.6588,1.9232522050151601,0.9368833333333333,4.105080986046232,0.9449166666666666,3.845503521966748,0.875,0.0013768430799245834,0.8491166666666666,19.032132109976374,0.0,2,0.9449166666666666,3.844884572084993,0.05795581161510199,,,
0.908,0.6549051810288802,0.9281,0.6325714900158346,0.9411,0.6473531749797985,0.9257333333333333,1.9378408760530874,0.9368833333333333,4.105080986046232,0.9420166666666666,3.809928413014859,0.96875,0.0031746230088174343,0.8374666666666667,15.271358257043175,0.0,3,0.9449166666666666,3.844884572084993,0.05795581161510199,0.9420166666666666,3.809384483960457,0.06790176394861192
